"DATA.ELEMENT","COMPUTED.COLUMN.CODE","CONVERTED.FROM","DATA.TYPE","DATABASE.USAGE.TYPE","DEFAULT.DISPLAY.SECURE","DEFAULT.DISPLAY.SIZE","DEFAULT.INPUT.PROMPT","DEFAULT.SAMPLE.DATA","DEFAULT.ZERO.PAD","DERIVED.SEC.PTR","DT1","DT2","DT3","DT4","DT5","ELEMENT.ASSOC.NAME","ELEMENT.ASSOC.TYPE","ELEMENT.POINTED.FROM","ELEMENT.POINTED.TO","FIELD.PLACEMENT","INFORM.CONVERSION.STRING","INFORM.FORMAT.STRING","MAXIMUM.STORAGE.SIZE","PURPOSE","REPORT.HEADER","SOURCE","TRUNCATION.FLAG","VALIDATION.TABLE","TOOLCDD.ADD.DATE","TOOLCDD.ADD.OPERATOR","TOOLCDD.CHANGE.DATE","TOOLCDD.CHANGE.OPERATOR","DataDatetime"
"PBPGL.LIMIT.FTE","","","N","D","N","9","","","N","","Y","3","N","N","","","","","","25","MD3,","9R","9","","","PBPOS.GL","N","","1996-03-25","PS4","","","2020-06-01T17:08:13.364Z"
"PBPGL.LINE.ITEM.BLOCK","","","","B","","76","Position Budget Line Item","GL No: 10-12311-2342-292-01 Main Campus Full-time Salaries","N","","","","","","","","","","","0","","76L","0","Header block for a single PBPOS.GL record","Position Budget Line Item","","","","1997-10-10","PS4","","","2020-06-01T17:08:13.661Z"
"PBPGL.NOTES","","","","L","N","70","","","N","","","","","","","","","","","21","","70L","70","","","PBPOS.GL","N","","1996-03-25","PS4","","","2020-06-01T17:08:15.489Z"
"PBPGL.ORIG.POST.AMT","","","N","D","N","13","","","N","","Y","2","N","N","","","","","","37","MD2,","13R","13","","","PBPOS.GL","N","","1996-03-25","PS4","","","2020-06-01T17:08:13.489Z"
"PBPGL.ORIG.POST.DATE","","","D","D","N","8","","","N","","N","2","/","","","","","","","36","D2/","8R","8","","","PBPOS.GL","N","","1996-03-25","PS4","","","2020-06-01T17:08:16.708Z"
"PBPGL.ORIG.POST.FTE","","","N","D","N","9","","","N","","Y","3","N","N","","","","","","38","MD3,","9R","9","","","PBPOS.GL","N","","1996-03-25","PS4","","","2020-06-01T17:08:16.614Z"
"PBPGL.PBGT.GL.NO.IDX","","","","D","N","10","","","N","","","","","","","","","","","44","","10L","45","Stores the index values for the index association, PBPGL.PBGT.GL.NO.INDEX which stores the results of the subroutine, S.INDEX.PBPGL.PBGT.GL.NO","","PBPOS.GL","N","","1999-07-01","JLM","","","2020-06-01T17:08:15.989Z"
"PBPGL.PBP.AMT","","","N","A","N","13","","","N","","Y","2","N","N","","PBPGL.POS.DISTR","D","","","27","MD2,-","13R","13","","","PBPOS.GL","N","","1996-03-25","PS4","","","2020-06-01T17:08:16.614Z"
"PBPGL.PBP.DISTR.PCT","","","N","A","N","6","Position Distr Pct","10.00","N","","N","2","N","N","","PBPGL.POS.DISTR","D","","","29","MD2","6R","6","The distribution of the budget amount amoung positions.","POS, DISTR%","PBPOS.GL","N","","1996-04-11","PS4","","","2020-06-01T17:08:15.442Z"
"PBPGL.PBP.FTE","","","N","A","N","9","","","N","","Y","5","N","N","","PBPGL.POS.DISTR","D","","","28","MD5,","9R","9","","","PBPOS.GL","N","","1996-03-25","PS4","","","2020-06-01T17:08:13.427Z"
"PBPGL.PBPOS.ID","","","","A","N","8","","","N","","","","","","","PBPGL.POS.DISTR","K","","","26","","8R","8","Pointer to the PBPOS file, controller of the association","","PBPOS.GL","N","","1996-03-25","PS4","","","2020-06-01T17:08:12.724Z"
"PBPGL.PBUDGET","string xResult1; , xResult1 = vPbpglPbudgetId;, return xResult1;","","","I","N","8","","","N","","","","","","","","","","","0","","8L","0","The Position Budget ID","","PBPOS.GL","N","","1997-11-03","PS4","","","2020-06-01T17:08:13.958Z"
"PBPGL.PBUDGET.GL.NO.IDX","","","","D","N","10","","","N","","","","","","","","","","","45","","10L","10","Stores the index values for the index association, PBPGL.BUDGET.GL.NO.INDEX which stores the results of the subroutine, S.INDEX.PBPGL.PBUDGET.GL.NO","","PBPOS.GL","N","","1999-07-01","JLM","","","2020-06-01T17:08:13.536Z"
"PBPGL.PBUDGET.ID","","","","D","N","8","Positin Budget ID","","N","","","","","","","","","","","10","","8L","8","Name of the position budget associated to this GL account, number.","Position, Budget ID","PBPOS.GL","N","","1995-07-07","ABORAWAK","","","2020-06-01T17:08:12.536Z"
"PBPGL.POST.TARGET","","","","D","N","8","","","N","","","","","","","","","","","35","","8L","8","","","PBPOS.GL","N","","1996-03-25","PS4","","","2020-06-01T17:08:16.411Z"
"PBPGL.TOTAL.INC.AMT","return ""OBSOLETE"";","","N","I","N","13","","","N","","Y","2","N","N","2","","","","","0","","13R","0","This computed column is now obsolete.","Total, Incbnt Amt","PBPOS.GL","N","","1997-11-14","PS4","","","2020-06-01T17:08:15.927Z"
"PBPGL.TOTAL.INC.FTE","return ""OBSOLETE"";","","N","I","N","8","","","N","","N","5","N","N","","","","","","0","","8R","0","This computed column is now obsolete.","Total, Incbnt FTE","PBPOS.GL","N","","1997-11-14","PS4","","","2020-06-01T17:08:12.739Z"
"PBPGL.USER1","","","","D","N","10","PPGL.USER1","","N","","","","","","","","","","","11","","10L","10","User field","","PBPOS.GL","N","","1995-08-07","SSBAL","","","2020-06-01T17:08:13.192Z"
"PBPGL.USER10","","","","D","N","10","PBPGL.USER10","","N","","","","","","","","","","","20","","10L","10","User field","PBPGL.USER10","PBPOS.GL","N","","1995-08-07","SSBAL","","","2020-06-01T17:08:16.145Z"
"PBPGL.USER2","","","","D","N","10","PBPGL.USER2","","N","","","","","","","","","","","12","","10L","10","User field","PBPGL.USER2","PBPOS.GL","N","","1995-08-07","SSBAL","","","2020-06-01T17:08:13.192Z"
"PBPGL.USER3","","","","D","N","10","PBPGL.USER3","","N","","","","","","","","","","","13","","10L","10","User field","PBPGL.USER3","PBPOS.GL","N","","1995-08-07","SSBAL","","","2020-06-01T17:08:13.192Z"
"PBPGL.USER4","","","","D","N","10","PBPGL.USER4","","N","","","","","","","","","","","14","","10L","10","User field","PBPGL.USER4","PBPOS.GL","N","","1995-08-07","SSBAL","","","2020-06-01T17:08:13.208Z"
"PBPGL.USER5","","","","D","N","10","PBPGL.USER5","","N","","","","","","","","","","","15","","10L","10","User field","PBPGL.USER5","PBPOS.GL","N","","1995-08-07","SSBAL","","","2020-06-01T17:08:13.208Z"
"PBPGL.USER6","","","","D","N","10","PBPGL.USER6","","N","","","","","","","","","","","16","","10L","10","User field","PBPGL.USER6","PBPOS.GL","N","","1995-08-07","SSBAL","","","2020-06-01T17:08:13.208Z"
"PBPGL.USER7","","","","D","N","10","PBPGL.USER7","","N","","","","","","","","","","","17","","10L","10","User field","PBPGL.USER7","PBPOS.GL","N","","1995-08-07","SSBAL","","","2020-06-01T17:08:13.224Z"
"PBPGL.USER8","","","","D","N","10","PBPGL.USER8","","N","","","","","","","","","","","18","","10L","10","User field","PBPGL.USER8","PBPOS.GL","N","","1995-08-07","SSBAL","","","2020-06-01T17:08:13.239Z"
"PBPGL.USER9","","","","D","N","10","PBPGL.USER9","","N","","","","","","","","","","","19","","10L","10","User field","PBPGL.USER9","PBPOS.GL","N","","1995-08-07","SSBAL","","","2020-06-01T17:08:13.239Z"
"PBPGLV.ACCT.FC.VAL","","","","D","N","25","","","N","","","","","","","","","","","50","","25L","25","To store the FC component of PBPGLV.GL.NO","","PBPOS.GL.VER","N","","2000-09-12","SSS","","","2020-06-01T17:08:13.661Z"
"PBPGLV.ACCT.FD.VAL","","","","D","N","25","","","N","","","","","","","","","","","46","","25L","25","To store the FD component of PBPGLV.GL.NO","","PBPOS.GL.VER","N","","2000-09-12","SSS","","","2020-06-01T17:08:13.036Z"
"PBPGLV.ACCT.LO.VAL","","","","D","N","25","","","N","","","","","","","","","","","49","","25L","25","To store the LO component of PBPGLV.GL.NO","","PBPOS.GL.VER","N","","2000-09-12","SSS","","","2020-06-01T17:08:14.583Z"
"PBPGLV.ACCT.OB.VAL","","","","D","N","25","","","N","","","","","","","","","","","48","","25L","25","To store the OB component of PBPGLV.GL.NO","","PBPOS.GL.VER","N","","2000-09-12","SSS","","","2020-06-01T17:08:16.927Z"
"PBPGLV.ACCT.SO.VAL","","","","D","N","25","","","N","","","","","","","","","","","51","","25L","25","To store the SO component of PBPGLV.GL.NO","","PBPOS.GL.VER","N","","2000-09-12","SSS","","","2020-06-01T17:08:16.614Z"
"PBPGLV.ACCT.UN.VAL","","","","D","N","25","","","N","","","","","","","","","","","47","","25L","25","To store the UN component of PGPGLV.GL.NO","","PBPOS.GL.VER","N","","2000-09-12","SSS","","","2020-06-01T17:08:11.567Z"
"PBPGLV.ADJ.AMT","","","N","L","N","13","","","N","","Y","2","N","N","","","","","","40","MD2,","13R","13","","","PBPOS.GL.VER","N","","1996-03-25","PS4","","","2020-06-01T17:08:16.317Z"
"PBPGLV.ADJ.DATE","","","D","L","N","8","","","N","","N","2","/","","","","","","","39","D2/","8R","8","","","PBPOS.GL.VER","N","","1996-03-25","PS4","","","2020-06-01T17:08:13.130Z"
"PBPGLV.ADJ.FTE","","","N","L","N","9","","","N","","N","3","N","N","","","","","","41","MD3","9R","9","","","PBPOS.GL.VER","N","","1996-03-25","PS4","","","2020-06-01T17:08:13.099Z"
"PBPGLV.BGT.AMT","","","N","D","N","13","","","N","","Y","2","N","N","","","","","","22","MD2,","13R","13","","","PBPOS.GL.VER","N","","1996-03-25","PS4","","","2020-06-01T17:08:14.161Z"
"PBPGLV.BGT.FTE","","","N","D","N","9","","","N","","N","5","N","N","","","","","","23","MD5","9R","9","","","PBPOS.GL.VER","N","","1996-03-25","PS4","","","2020-06-01T17:08:17.255Z"
"PBPGLV.BUDGET.ACCT","string xResult1; , xResult1 = vPbpglvGlNo;, return xResult1;","","","I","N","25","","","N","","","","","","","","","","","0","","25L","0","","","PBPOS.GL.VER","N","","1997-11-03","PS4","","","2020-06-01T17:08:15.036Z"
"PBPGLV.DISTR.AMT","","","N","A","N","11","PBPGL.WAGE.AMT","","N","","N","2","N","N","","PBPGLVFP","K","","","3","MD2","11R","11","Amount of wages being expensed to this GL account no. for, this fiscal period.","","PBPOS.GL.VER","N","","1995-07-07","ABORAWAK","","","2020-06-01T17:08:11.645Z"
"PBPGLV.DISTR.FTE","","","N","A","N","9","","","N","","N","5","N","N","","PBPGLVFP","D","","","4","MD5","9R","9","Fiscal period distribution of the FTE for the GL a/c","","PBPOS.GL.VER","N","","1996-03-25","PS4","","","2020-06-01T17:08:14.833Z"
"PBPGLV.DISTR.PCT","","","N","L","N","7","","","N","","N","2","N","N","","","","","","43","MD2","7R","7","","","PBPOS.GL.VER","N","","1996-04-23","PS4","","","2020-06-01T17:08:13.192Z"
"PBPGLV.FNDSRC","","","","L","N","4","","","N","","","","","","","","","","","5","","4L","5","","","PBPOS.GL.VER","N","","1996-03-25","PS4","","","2020-06-01T17:08:12.442Z"
"PBPGLV.FYR.PERIOD.END.DATES","","","D","A","N","8","PBPGLV.FYR.PERIOD.END.DATES","","N","","N","2","/","","","PBPGLVFP","D","","","2","D2/","8R","8","This refers to the GL Fiscal period end date to which this, transaction amount will be booked.","","PBPOS.GL.VER","N","","1995-08-11","SSBAL","","","2020-06-01T17:08:13.442Z"
"PBPGLV.GL.NO","","","","D","N","25","PBPGL.GL.NO","","N","","","","","","","","","","","1","","25L","30","","","PBPOS.GL.VER","N","","1995-07-07","ABORAWAK","","","2020-06-01T17:08:12.927Z"
"PBPGLV.IV.AMT","","","N","L","N","13","","","N","","Y","2","N","N","","","","","","33","MD2,","13R","13","","","PBPOS.GL.VER","N","","1996-03-25","PS4","","","2020-06-01T17:08:13.411Z"
"PBPGLV.IV.FTE","","","N","L","N","9","","","N","","N","5","N","N","","","","","","34","MD5","9R","9","","","PBPOS.GL.VER","N","","1996-03-25","PS4","","","2020-06-01T17:08:16.536Z"
"PBPGLV.IV.HRP.ID","","","","L","N","10","","","N","","","","","","","","","","","42","","10L","10","unused data element","","PBPOS.GL.VER","N","","1997-12-04","PS4","","","2020-06-01T17:08:16.911Z"
"PBPGLV.IV.PBIVPOS.ID","","","","L","N","8","","","N","","","","","","","","","","","32","","8R","10","","","PBPOS.GL.VER","N","","1996-03-25","PS4","","","2020-06-01T17:08:13.864Z"
"PBPGLV.IV.PBP.PBIVP.ID","","","","L","N","13","PBPGLV.INC.PBP.PBIVP.ID","12*1030","N","","","","","","","","","","","30","","13R","13","Links the position pbpos.id with the incumbt pbivpos.id","","PBPOS.GL.VER","N","","1996-08-07","SAQ","","","2020-06-01T17:08:17.208Z"
"PBPGLV.IV.PBPOS.ID","","","","L","N","9","PBPGLV.INC.PBPOS.ID","12","N","","","","","","","","","","","31","","9R","9","To link the incumbent record in PBIVPOS with a position, record in PBPOS","","PBPOS.GL.VER","N","","1996-08-07","SAQ","","","2020-06-01T17:08:15.630Z"
"PBPGLV.LIMIT.AMT","","","N","D","N","13","","","N","","Y","2","N","N","","","","","","24","MD2,","13R","13","","","PBPOS.GL.VER","N","","1996-03-25","PS4","","","2020-06-01T17:08:11.786Z"
"PBPGLV.LIMIT.FTE","","","N","D","N","9","","","N","","N","3","N","N","","","","","","25","MD3","9R","9","","","PBPOS.GL.VER","N","","1996-03-25","PS4","","","2020-06-01T17:08:14.942Z"
"PBPGLV.NOTES","","","","L","N","70","","","N","","","","","","","","","","","21","","70L","70","","","PBPOS.GL.VER","N","","1996-03-25","PS4","","","2020-06-01T17:08:14.942Z"
"PBPGLV.ORIG.POST.AMT","","","N","D","N","13","","","N","","Y","2","N","N","","","","","","37","MD2,","13R","13","","","PBPOS.GL.VER","N","","1996-03-25","PS4","","","2020-06-01T17:08:14.036Z"
"PBPGLV.ORIG.POST.DATE","","","D","D","N","8","","","N","","N","2","/","","","","","","","36","D2/","8R","8","","","PBPOS.GL.VER","N","","1996-03-25","PS4","","","2020-06-01T17:08:15.708Z"
"PBPGLV.ORIG.POST.FTE","","","N","D","N","9","","","N","","N","3","N","N","","","","","","38","MD3","9R","9","","","PBPOS.GL.VER","N","","1996-03-25","PS4","","","2020-06-01T17:08:17.145Z"
"PBPGLV.PBGT.GL.NO.IDX","","","","D","N","35","","","N","","","","","","","","","","","44","","35L","35","Placeholder for like field on PBPOS.GL.","","PBPOS.GL.VER","N","","2002-02-22","SSS","","","2020-06-01T17:08:14.989Z"
"PBPGLV.PBP.AMT","","","N","L","N","13","","","N","","Y","2","N","N","","","","","","27","MD2,","13R","13","","","PBPOS.GL.VER","N","","1996-03-25","PS4","","","2020-06-01T17:08:12.599Z"
"PBPGLV.PBP.DISTR.PCT","","","N","L","N","7","","","N","","N","2","N","N","","","","","","29","MD2","7R","7","","","PBPOS.GL.VER","N","","1996-05-09","PS4","","","2020-06-01T17:08:15.958Z"
"PBPGLV.PBP.FTE","","","N","L","N","9","","","N","","N","5","N","N","","","","","","28","MD5","9R","9","","","PBPOS.GL.VER","N","","1996-03-25","PS4","","","2020-06-01T17:08:15.739Z"
"PBPGLV.PBPOS.GL.ID","","","","K","N","8","","","N","","","","","","","","","","","0","","8R","8","","","PBPOS.GL.VER","N","","1997-11-03","PS4","","","2020-06-01T17:08:11.614Z"
"PBPGLV.PBPOS.ID","","","","L","N","7","","","N","","","","","","","","","","","26","","7R","8","","","PBPOS.GL.VER","N","","1996-03-25","PS4","","","2020-06-01T17:08:16.645Z"
"PBPGLV.PBUDGET","string xResult1; , xResult1 = vPbpglvPbudgetId;, return xResult1;","","","I","N","8","","","N","","","","","","","","","","","0","","8L","0","","","PBPOS.GL.VER","N","","1997-11-03","PS4","","","2020-06-01T17:08:16.255Z"
"PBPGLV.PBUDGET.GL.NO.IDX","","","","D","N","10","","","N","","","","","","","","","","","45","","10L","10","Placeholder for like field on PBPOS.GL","","PBPOS.GL.VER","N","","2002-02-22","SSS","","","2020-06-01T17:08:13.833Z"
"PBPGLV.PBUDGET.ID","","","","D","N","8","PBPGL.PBUDGET.ID","","N","","","","","","","","","","","10","","8L","8","Name of the position budget associated to this GL account, number.","","PBPOS.GL.VER","N","","1995-07-07","ABORAWAK","","","2020-06-01T17:08:15.224Z"
"PBPGLV.POST.TARGET","","","","D","N","8","","","N","","","","","","","","","","","35","","8L","8","","","PBPOS.GL.VER","N","","1996-03-25","PS4","","","2020-06-01T17:08:17.770Z"
"PBPGLV.USER1","","","","D","N","10","PPGL.USER1","","N","","","","","","","","","","","11","","10L","10","User field","","PBPOS.GL.VER","N","","1995-08-07","SSBAL","","","2020-06-01T17:08:12.677Z"
"PBPGLV.USER10","","","","D","N","10","PBPGL.USER10","","N","","","","","","","","","","","20","","10L","10","User field","","PBPOS.GL.VER","N","","1995-08-07","SSBAL","","","2020-06-01T17:08:16.974Z"
"PBPGLV.USER2","","","","D","N","10","PBPGL.USER2","","N","","","","","","","","","","","12","","10L","10","User field","","PBPOS.GL.VER","N","","1995-08-07","SSBAL","","","2020-06-01T17:08:12.677Z"
"PBPGLV.USER3","","","","D","N","10","PBPGL.USER3","","N","","","","","","","","","","","13","","10L","10","User field","","PBPOS.GL.VER","N","","1995-08-07","SSBAL","","","2020-06-01T17:08:12.677Z"
"PBPGLV.USER4","","","","D","N","10","PBPGL.USER4","","N","","","","","","","","","","","14","","10L","10","User field","","PBPOS.GL.VER","N","","1995-08-07","SSBAL","","","2020-06-01T17:08:12.692Z"
"PBPGLV.USER5","","","","D","N","10","PBPGL.USER5","","N","","","","","","","","","","","15","","10L","10","User field","","PBPOS.GL.VER","N","","1995-08-07","SSBAL","","","2020-06-01T17:08:12.692Z"
"PBPGLV.USER6","","","","D","N","10","PBPGL.USER6","","N","","","","","","","","","","","16","","10L","10","User field","","PBPOS.GL.VER","N","","1995-08-07","SSBAL","","","2020-06-01T17:08:12.708Z"
"PBPGLV.USER7","","","","D","N","10","PBPGL.USER7","","N","","","","","","","","","","","17","","10L","10","User field","","PBPOS.GL.VER","N","","1995-08-07","SSBAL","","","2020-06-01T17:08:12.708Z"
"PBPGLV.USER8","","","","D","N","10","PBPGL.USER8","","N","","","","","","","","","","","18","","10L","10","User field","","PBPOS.GL.VER","N","","1995-08-07","SSBAL","","","2020-06-01T17:08:12.708Z"
"PBPGLV.USER9","","","","D","N","10","PBPGL.USER9","","N","","","","","","","","","","","19","","10L","10","User field","","PBPOS.GL.VER","N","","1995-08-07","SSBAL","","","2020-06-01T17:08:12.724Z"
"PBPGLV.VER.NAME","","","","K","N","8","","","N","","","","","","","","","","","0","","8L","8","This is first part Of Key","","PBPOS.GL.VER","N","","1995-10-02","PS","","","2020-06-01T17:08:11.895Z"
"PBPOS.ADDDATE","","","D","D","","8","PBPOS.ADDDATE","","","","N","2","/","","","","","","","4","D2/","8R","8","Required field by Envision","PBPOS.ADDDATE","PBPOS","","","1995-05-10","ABORAWAK","","","2020-06-01T17:08:15.161Z"
"PBPOS.ADDOPR","","","","D","","8","PBPOS.ADDOPR","","","","","","","","","","","","","3","","8L","15","Required field by Envision","PBPOS.ADDOPR","PBPOS","","","1995-05-10","ABORAWAK","","","2020-06-01T17:08:17.552Z"
"PBPOS.BLOCK","","","","B","","76","[Budgeted Position Information]","Position: PCDESIGN        Designer                     *In Use in PE* #3800Dept: Documentation    Div: US   School: A&S","N","","","","","","","","","","","0","","76L","0","To display information about the budgeted position.","","","","","1995-09-22","PS4","","","2020-06-01T17:08:15.849Z"
"PBPOS.CHGDATE","","","D","D","","8","PBPOS.CHGDATE","","","","N","2","/","","","","","","","6","D2/","8R","8","Required field by Envision","PBPOS.CHGDATE","PBPOS","","","1995-05-10","ABORAWAK","","","2020-06-01T17:08:14.161Z"
"PBPOS.CHGOPR","","","","D","","8","PBPOS.CHGOPR","","","","","","","","","","","","","5","","8L","15","Required field by Envision","PBPOS.CHGOPR","PBPOS","","","1995-05-10","ABORAWAK","","","2020-06-01T17:08:13.708Z"
"PBPOS.GL.ADDDATE","","","D","D","N","8","PBPGL.ADDDATE","","N","","N","2","/","","","","","","","7","D2/","8R","8","Required field by Envision.","","PBPOS.GL","N","","1995-07-07","ABORAWAK","","","2020-06-01T17:08:16.224Z"
"PBPOS.GL.ADDOPR","","","","D","N","8","PBPGL.ADDOPR","","N","","","","","","","","","","","6","","8L","15","Required field by Envision.","","PBPOS.GL","N","","1995-07-07","ABORAWAK","","","2020-06-01T17:08:17.661Z"
"PBPOS.GL.CHGDATE","","","D","D","N","8","PBPGL.CHGDATE","","N","","N","2","/","","","","","","","9","D2/","8R","8","Required field by Envision.","","PBPOS.GL","N","","1995-07-07","ABORAWAK","","","2020-06-01T17:08:15.270Z"
"PBPOS.GL.CHGOPR","","","","D","N","8","PBPGL.CHGOPR","","N","","","","","","","","","","","8","","8L","15","Required field by Envision.","","PBPOS.GL","N","","1995-07-07","ABORAWAK","","","2020-06-01T17:08:13.802Z"
"PBPOS.GL.ID","","","","K","N","8","","1234","N","","","","","","","","","","","0","","8R","10","Sequential key to PBPOS.GL file.","","PBPOS.GL","N","","1997-11-03","PS4","","","2020-06-01T17:08:13.505Z"
"PBPOS.GL.VER.ADDDATE","","","D","D","N","8","PBPGL.ADDDATE","","N","","N","2","/","","","","","","","7","D2/","8R","8","Required field by Envision.","","PBPOS.GL.VER","N","","1995-07-07","ABORAWAK","","","2020-06-01T17:08:13.442Z"
"PBPOS.GL.VER.ADDOPR","","","","D","N","8","PBPGL.ADDOPR","","N","","","","","","","","","","","6","","8L","15","Required field by Envision.","","PBPOS.GL.VER","N","","1995-07-07","ABORAWAK","","","2020-06-01T17:08:16.786Z"
"PBPOS.GL.VER.CHGDATE","","","D","D","N","8","PBPGL.CHGDATE","","N","","N","2","/","","","","","","","9","D2/","8R","8","Required field by Envision.","","PBPOS.GL.VER","N","","1995-07-07","ABORAWAK","","","2020-06-01T17:08:12.505Z"
"PBPOS.GL.VER.CHGOPR","","","","D","N","8","PBPGL.CHGOPR","","N","","","","","","","","","","","8","","8L","15","Required field by Envision.","","PBPOS.GL.VER","N","","1995-07-07","ABORAWAK","","","2020-06-01T17:08:12.895Z"
"PBPOS.ID","","","","K","","8","","56","N","","","","","","","","","","","0","","8R","8","Sequential number key to the position budget file.","","PBPOS","","","1995-09-12","PS4","","","2020-06-01T17:08:15.786Z"
"PBPOS.PAY.DETAIL","","","","P","","1","Budget Position Pay Info","x","N","","","","","","","","","","","0","","1L","0","To detail to Position Pay Range Maintenance or Position, Budget Pay Funding maintenance.","","","","","1995-11-18","PS4","","","2020-06-01T17:08:12.661Z"
"PBPOS.VER.ADDDATE","","","D","D","","8","PBPOS.ADDDATE","","","","N","2","/","","","","","","","4","D2/","8R","8","Required field by Envision","","PBPOS.VER","","","1995-05-10","ABORAWAK","","","2020-06-01T17:08:14.114Z"
"PBPOS.VER.ADDOPR","","","","D","","8","PBPOS.ADDOPR","","","","","","","","","","","","","3","","8L","15","Required field by Envision","","PBPOS.VER","","","1995-05-10","ABORAWAK","","","2020-06-01T17:08:15.630Z"
"PBPOS.VER.CHGDATE","","","D","D","","8","PBPOS.CHGDATE","","","","N","2","/","","","","","","","6","D2/","8R","8","Required field by Envision","","PBPOS.VER","","","1995-05-10","ABORAWAK","","","2020-06-01T17:08:13.130Z"
"PBPOS.VER.CHGOPR","","","","D","","8","PBPOS.CHGOPR","","","","","","","","","","","","","5","","8L","15","Required field by Envision","","PBPOS.VER","","","1995-05-10","ABORAWAK","","","2020-06-01T17:08:11.692Z"
"PBPOS1.ADDDATE","","","D","D","","8","PBPOS.ADDDATE","","","","N","2","/","","","","","","","4","D2/","8R","8","Required field by Envision","","PBPOS1","","","1995-05-10","ABORAWAK","","","2020-06-01T17:08:14.130Z"
"PBPOS1.ADDOPR","","","","D","","8","PBPOS.ADDOPR","","","","","","","","","","","","","3","","8L","15","Required field by Envision","","PBPOS1","","","1995-05-10","ABORAWAK","","","2020-06-01T17:08:16.833Z"
"PBPOS1.CHGDATE","","","D","D","","8","PBPOS.CHGDATE","","","","N","2","/","","","","","","","6","D2/","8R","8","Required field by Envision","","PBPOS1","","","1995-05-10","ABORAWAK","","","2020-06-01T17:08:13.161Z"
"PBPOS1.CHGOPR","","","","D","","8","PBPOS.CHGOPR","","","","","","","","","","","","","5","","8L","15","Required field by Envision","","PBPOS1","","","1995-05-10","ABORAWAK","","","2020-06-01T17:08:12.958Z"
"PBPOS1.ID","","","","K","","8","","56","N","","","","","","","","","","","0","","8R","8","Sequential number key to the position budget file.","","PBPOS1","","","1995-09-12","PS4","","","2020-06-01T17:08:12.192Z"
"PBPOSPAY.ADD.RECORD","","","","P","","1","Add Budgeted Position Pay","x","N","","","","","","","","","","","0","","1L","0","","","","","","1995-10-24","AB","","","2020-06-01T17:08:12.911Z"
"PBPOSPAY.ADDDATE","","","D","D","N","8","","","N","","N","2","/","","","","","","","40","D2/","8R","8","","","PBPOSPAY","N","","1995-10-16","HG","","","2020-06-01T17:08:15.474Z"
"PBPOSPAY.ADDOPR","","","","D","N","8","","","N","","","","","","","","","","","39","","8L","15","","","PBPOSPAY","N","","1995-10-16","HG","","","2020-06-01T17:08:14.489Z"
"PBPOSPAY.CHGDATE","","","D","D","N","8","","","N","","N","2","/","","","","","","","41","D2/","8R","8","","","PBPOSPAY","N","","1995-10-16","HG","","","2020-06-01T17:08:14.520Z"
"PBPOSPAY.CHGOPR","","","","D","N","8","","","N","","","","","","","","","","","42","","8L","15","","","PBPOSPAY","N","","1995-10-16","HG","","","2020-06-01T17:08:16.864Z"
"PBPOSPAY.ID","","","","K","N","7","","3","N","","","","","","","","","","","0","","7R","10","A sequential number key to the position budgeting file,, PBPOSPAY.  This file holds the postion pay information.","","PBPOSPAY","N","","1995-09-12","PS4","","","2020-06-01T17:08:11.942Z"
"PBPOSPAY.VER.ADDDATE","","","D","D","N","8","","","N","","N","2","/","","","","","","","40","D2/","8R","8","","","PBPOSPAY.VER","N","","1995-10-17","HG","","","2020-06-01T17:08:12.599Z"
"PBPOSPAY.VER.ADDOPR","","","","D","N","8","","","N","","","","","","","","","","","39","","8L","15","","","PBPOSPAY.VER","N","","1995-10-17","HG","","","2020-06-01T17:08:15.474Z"
"PBPOSPAY.VER.CHGDATE","","","D","D","N","8","","","N","","N","2","/","","","","","","","41","D2/","8R","8","","","PBPOSPAY.VER","N","","1995-10-17","HG","","","2020-06-01T17:08:17.849Z"
"PBPOSPAY.VER.CHGOPR","","","","D","N","8","","","N","","","","","","","","","","","42","","8L","15","","","PBPOSPAY.VER","N","","1995-10-17","HG","","","2020-06-01T17:08:11.583Z"
"PBPOSPAY1.ADDDATE","","","D","D","N","8","","","N","","N","2","/","","","","","","","40","D2/","8R","8","","","PBPOSPAY1","N","","1995-10-16","HG","","","2020-06-01T17:08:17.208Z"
"PBPOSPAY1.ADDOPR","","","","D","N","8","","","N","","","","","","","","","","","39","","8L","15","","","PBPOSPAY1","N","","1995-10-16","HG","","","2020-06-01T17:08:17.161Z"
"PBPOSPAY1.CHGDATE","","","D","D","N","8","","","N","","N","2","/","","","","","","","41","D2/","8R","8","","","PBPOSPAY1","N","","1995-10-16","HG","","","2020-06-01T17:08:16.270Z"
"PBPOSPAY1.CHGOPR","","","","D","N","8","","","N","","","","","","","","","","","42","","8L","15","","","PBPOSPAY1","N","","1995-10-16","HG","","","2020-06-01T17:08:13.270Z"
"PBPOSPAY1.ID","","","","K","N","7","","3","N","","","","","","","","","","","0","","7R","10","A sequential number key to the position budgeting file,, PBPOSPAY.  This file holds the postion pay information.","","PBPOSPAY1","N","","1995-09-12","PS4","","","2020-06-01T17:08:11.989Z"
"PBPPAY.AUTHORIZED.DATE","","","D","D","N","8","Budgeted Pay Range Authorized Date","08/29/95","N","","N","2","/","","","","","","","7","D2/","8R","8","The date this budgeted position was authorized.","Auth Date","PBPOSPAY","N","","1995-09-12","PS4","","","2020-06-01T17:08:11.770Z"
