"DATA.ELEMENT","COMPUTED.COLUMN.CODE","CONVERTED.FROM","DATA.TYPE","DATABASE.USAGE.TYPE","DEFAULT.DISPLAY.SECURE","DEFAULT.DISPLAY.SIZE","DEFAULT.INPUT.PROMPT","DEFAULT.SAMPLE.DATA","DEFAULT.ZERO.PAD","DERIVED.SEC.PTR","DT1","DT2","DT3","DT4","DT5","ELEMENT.ASSOC.NAME","ELEMENT.ASSOC.TYPE","ELEMENT.POINTED.FROM","ELEMENT.POINTED.TO","FIELD.PLACEMENT","INFORM.CONVERSION.STRING","INFORM.FORMAT.STRING","MAXIMUM.STORAGE.SIZE","PURPOSE","REPORT.HEADER","SOURCE","TRUNCATION.FLAG","VALIDATION.TABLE","TOOLCDD.ADD.DATE","TOOLCDD.ADD.OPERATOR","TOOLCDD.CHANGE.DATE","TOOLCDD.CHANGE.OPERATOR","DataDatetime"
"JRNL.ENTS.CHANGE.DATE","","","D","D","N","10","","8555","N","","N","4","/","","","","","","","6","D4/","10L","5","","","JRNL.ENTS","N","","1991-08-14","AVP","","","2020-05-27T14:54:46.652Z"
"JRNL.ENTS.CHANGE.OPERATOR","","","","D","N","10","","SWF","N","","","","","","","","","","","8","","10L","15","","","JRNL.ENTS","N","","1991-08-14","AVP","","","2020-05-27T14:54:47.184Z"
"JRNL.ENTS.CHGTIME","","","T","D","N","5","","","N","","N","1",":","","","","","","","41","MTH","5R","5","This data is used by processes on APRN that determine, whether a document pending approval has been changed.","","JRNL.ENTS","N","","2005-01-24","GTT","","","2020-05-27T14:54:47.105Z"
"JRNL.ENTS.ID","","","","K","N","10","","","N","","","","","","","","","","","0","","10L","15","","","JRNL.ENTS","N","","1991-08-14","AVP","","","2020-05-27T14:54:46.902Z"
"JRNLENTS.ADD.DATE","","","D","D","","8","","","N","","N","2","/","","","","","","","27","D2/","8R","0","","","JRNLENTS","","","1999-06-30","TGL","","","2020-05-27T14:54:46.043Z"
"JRNLENTS.ADD.OPERATOR","","","","D","","8","","","N","","","","","","","","","","","28","","8L","15","","","JRNLENTS","","","1999-06-30","TGL","","","2020-05-27T14:54:45.902Z"
"JRNLENTS.CHANGE.DATE","","","D","D","","10","Entered","07/12/1988","","","N","4","/","","","","","","","6","D4/","10L","5","Journal entry system creation date.","SYS.DATE","JRNLENTS","N","","1988-07-15","DLE","","","2020-05-27T14:54:47.449Z"
"JRNLENTS.CHANGE.OPERATOR","","","","D","","8","By","","N","","","","","","","","","","","8","","8L","15","Operator who created journal entry.","","JRNLENTS","","","1988-07-15","DLE","","","2020-05-27T14:54:46.902Z"
"JRTS.APPROVAL.LEVELS","","","","A","N","30","Appr Level","7","N","","","","","","","JRTS.APPR","D","","","36","","30L","30","Jul 19 2004  03:59pm  Bonnie Coffey, Added to make Journal Entries mimic the approvals elements present in, other CF files, such as Purchase Orders, Vouchers and Requisitions.","Level","JRNL.ENTS","N","","2004-07-19","BJC","","","2020-05-27T14:54:47.355Z"
"JRTS.AUTHOR","","","","D","N","30","Author","VP Finance","N","","","","","","","","","","","9","","30L","30","Person authorizing the journal entry (free form)., May be a person's name, initials, position or ID.","","JRNL.ENTS","N","","1988-12-01","DLE","","","2020-05-27T14:54:45.465Z"
"JRTS.AUTHORIZATION.DATES","","","D","A","N","15","Appr Date","35097","N","","N","4","/","","","JRTS.AUTH","D","","","33","D4/","15R","15","The approval date associated with this particular approval. Added to, mimic the existing CF approvals elements in other CF files, such as, Purchase Orders, Requisitions and Vouchers.","Appr Date","JRNL.ENTS","N","","2004-07-20","BJC","","","2020-05-27T14:54:47.762Z"
"JRTS.AUTHORIZATION.LEVELS","","","","A","N","30","Auth Level","5","N","","","","","","","JRTS.AUTH","D","","","34","","30L","30","The approval level for this specific approval entry. Added to mimic, the existing CF approvals elements in other CF files, such as Purchase, Orders, Requisitions and Vouchers.","Auth Level","JRNL.ENTS","N","","2004-07-20","BJC","","","2020-05-27T14:54:45.402Z"
"JRTS.AUTHORIZATIONS","","","","A","N","20","Approved","BJC","N","","","","","","","JRTS.AUTH","K","","","32","","20L","20","The approval ID for the person making this approval entry. Added to, to mimic the existing CF approvals elements in other CF files, such, as Purchase Orders, Requisitions and Vouchers.","Approved","JRNL.ENTS","N","","2004-07-20","BJC","","","2020-05-27T14:54:46.621Z"
"JRTS.COMMENTS","","","","C","N","30","Comments","Correction of invalid transfer of funds.","N","","","","","","","","","","","10","","30L","80","Overall journal entry comments (free form, unlimited number of lines)","","JRNL.ENTS","N","","1988-12-01","DLE","","","2020-05-27T14:54:46.340Z"
"JRTS.CREDIT","","","N","A","N","15","Credit Amount","123,456,789.00-","N","","Y","2","N","N","","JRTS.DATA","D","","","4","MD2,-","15R","13","Journal entry line item credit amount.","","JRNL.ENTS","Y","","1988-07-11","DLE","","","2020-05-27T14:54:46.809Z"
"JRTS.DEBIT","","","N","A","N","15","Debit Amount","123,456,789.00-","N","","Y","2","N","N","","JRTS.DATA","D","","","3","MD2,-","15R","13","Journal entry line item debit amount.","","JRNL.ENTS","Y","","1988-07-11","DLE","","","2020-05-27T14:54:47.449Z"
"JRTS.DESCRIPTION","","","","A","N","30","Item Description","Adjustment to the fund balance","N","","","","","","","JRTS.DATA","D","","","2","","30L","30","Description of each line item in journal entry.","","JRNL.ENTS","Y","","1988-07-11","DLE","","","2020-05-27T14:54:47.934Z"
"JRTS.FUND.BALANCE.FLAG","","","","D","N","3","Fund Bal Flag","Y","N","","","","","","","","","","","37","","3L","1","This element holds a Y/N flag indicating whether this journal entry, requires 'Auto Due To From' processing. Basicly it indicates whether, this journal entry has been completed using GLJE (Yes) or GLJM (No)., Only journal entries with a 'Y' value in this element are processed, for Approval.","Fund Bal Flag","JRNL.ENTS","N","","2004-08-20","BJC","","","2020-05-27T14:54:46.621Z"
"JRTS.GL.NO","","","","A","N","25","GL Account","10_9001_60001","N","","","","","","","JRTS.DATA","K","","","1","","25L","30","Line Item General Ledger account number.","","JRNL.ENTS","N","","1988-07-11","DLE","","","2020-05-27T14:54:47.199Z"
"JRTS.INTG.GL.POSTING","","","","X","N","10","","","N","INTG.GL.POSTINGS.ID","","","","","","","","","","42","","10L","0","Used for integration to link journal entry created by integration through  , GENERAL.LEDGER.TRANSACTIONS API.","","JRNL.ENTS","N","","","","","","2020-05-27T14:54:47.340Z"
"JRTS.NEXT.APPROVAL.IDS","","","","A","N","20","Next Approver","BJC","N","","","","","","","JRTS.APPR","K","","","35","","20L","20","Association to list the next approval person for this, Journal Entry record.","Approver","JRNL.ENTS","N","","2004-07-19","BJC","","","2020-05-27T14:54:48.199Z"
"JRTS.PRINTED","","","","D","N","8","JE Print Date","7700*I","N","","","","","","","","","","","24","","8L","8","The last date the journal entry was printed * I/O, (In-balance or Out-of-balance)","","JRNL.ENTS","N","","1989-05-05","KIM","","","2020-05-27T14:54:48.027Z"
"JRTS.PRJ.ITEM.IDS","","","","A","N","15","","213","N","","","","","","","JRTS.DATA","D","","","26","","15L","0","","","JRNL.ENTS","N","","2000-04-28","TGL","","","2020-05-27T14:54:46.199Z"
"JRTS.PROJECTS.CF.ID","","","","A","N","15","","abc","N","","","","","","","JRTS.DATA","D","","","25","","15L","0","","","JRNL.ENTS","N","","2000-04-28","TGL","","","2020-05-27T14:54:46.168Z"
"JRTS.REC.JRNL.DATE","","","D","D","N","10","Date Created","12/15/88","N","","N","4","/","","","","","","","12","D4/","10L","5","Date this journal entry was created from a recurring journal.","","JRNL.ENTS","N","","1988-12-01","DLE","","","2020-05-27T14:54:46.715Z"
"JRTS.REC.JRNL.NO","","","","D","N","9","Rec. Journal No","RJ.000021","N","","","","","","","","","","","11","","9L","9","Recurring journal number from which this journal entry was created.","","JRNL.ENTS","N","","1988-12-01","DLE","","","2020-05-27T14:54:47.762Z"
"JRTS.REVERSAL.DATE","","","D","D","N","10","Rev Date","8/23/04","N","","N","4","/","","","","","","","39","D4/","10R","10","Added for the CF APPROVALS (A13018.85) project. Since journal entries, have been added to the approvals files in CF, the approvals form (APRN), will need to know the date to use for the reversing document when it is, created (once the approvals have been completed).","Rev Date","JRNL.ENTS","N","","2004-08-23","BJC","","","2020-05-27T14:54:46.074Z"
"JRTS.REVERSAL.FLAG","","","","D","N","3","Rev Flag","Y","N","","","","","","","","","","","38","","3L","1","Added for the CF APPROVALS (A13018.85) project. Since journal entries, have been added to the approvals files in CF, the approvals form (APRN), will need to know if this journal entry document will need to have a, reversing document created once the approvals have been completed.","Rev Flag","JRNL.ENTS","N","","2004-08-23","BJC","","","2020-05-27T14:54:46.715Z"
"JRTS.REVERSAL.TO","","","","D","N","10","","J000123","N","","","","","","","","","","","31","","10L","15","If this journal entry is reversing another, the ID of, the journal entry being reversed is in this field.","","JRNL.ENTS","N","","2002-09-19","TGL","","","2020-05-27T14:54:45.902Z"
"JRTS.REVERSED.BY","","","","D","N","10","","J000123","N","","","","","","","","","","","30","","10L","15","If this journal entry has been reversed, the ID of, of the reversing journal entry is in this field., A journal entry can only be reversed once.","","JRNL.ENTS","N","","2002-09-19","TGL","","","2020-05-27T14:54:46.340Z"
"JRTS.SOURCE","","","","D","N","2","","JE","N","","","","","","","","","","","7","","2L","2","Source code of the journal entry:,   Opening Balance entries - AA,   General Journal entries - JE","SOURCE","JRNL.ENTS","N","","1988-06-22","DLE","","","2020-05-27T14:54:46.184Z"
"JRTS.STATUS","","","","D","N","10","","'C'","N","","","","","","","","","","","29","","10L","1","This field will contain an 'U' or a 'C' to indicate whether the , journal entry is 'Unfinished' or 'Completed'.,  , The CF_APPROVALS project (A13018.85) - a third status of 'N' has, been added to the possible statuses for this element, indicating, 'Not Approved'. As there are now three possible values, a new, CF Valcode table (JRNL.ENTRY.STATUSES) has been created.","","JRNL.ENTS","N","$VR.JRNL.ENTRY.STATUSES","2001-03-28","TGL","","","2020-05-27T14:54:47.793Z"
"JRTS.TR.DATE","","","D","D","N","10","Journal Date","07/11/1988","N","","N","4","/","","","","","","","5","D4/","10L","5","Journal entry transaction date.","JE.TR.DATE","JRNL.ENTS","N","","1988-07-11","DLE","","","2020-05-27T14:54:46.559Z"
"JRTS.TYPE","","","","D","N","1","","A","N","","","","","","","","","","","23","","1L","1","To identify the Automatic journal entries from the manual, entries at Year-End.","","JRNL.ENTS","N","","1989-11-13","SKIP","","","2020-05-27T14:54:46.855Z"
"JRTS.USER1","","","","D","N","10","","","N","","","","","","","","","","","13","","10L","10","User defined field 1.","","JRNL.ENTS","N","","1988-07-11","DLE","","","2020-05-27T14:54:47.387Z"
"JRTS.USER10","","","","D","N","10","","","N","","","","","","","","","","","22","","10L","10","User defined field 10.","","JRNL.ENTS","N","","1988-07-11","DLE","","","2020-05-27T14:54:45.543Z"
"JRTS.USER2","","","","D","N","10","","","N","","","","","","","","","","","14","","10L","10","User defined field 2.","","JRNL.ENTS","N","","1988-07-11","DLE","","","2020-05-27T14:54:47.402Z"
"JRTS.USER3","","","","D","N","10","","","N","","","","","","","","","","","15","","10L","10","User defined field 3.","","JRNL.ENTS","N","","1988-07-11","DLE","","","2020-05-27T14:54:47.402Z"
"JRTS.USER4","","","","D","N","10","","","N","","","","","","","","","","","16","","10L","10","User defined field 4.","","JRNL.ENTS","N","","1988-07-11","DLE","","","2020-05-27T14:54:47.402Z"
"JRTS.USER5","","","","D","N","10","","","N","","","","","","","","","","","17","","10L","10","User defined field 5.","","JRNL.ENTS","N","","1988-07-11","DLE","","","2020-05-27T14:54:47.418Z"
"JRTS.USER6","","","","D","N","10","","","N","","","","","","","","","","","18","","10L","10","User defined field 6.","","JRNL.ENTS","N","","1988-07-11","DLE","","","2020-05-27T14:54:47.418Z"
"JRTS.USER7","","","","D","N","10","","","N","","","","","","","","","","","19","","10L","10","User defined field 7.","","JRNL.ENTS","N","","1988-07-11","DLE","","","2020-05-27T14:54:47.418Z"
"JRTS.USER8","","","","D","N","10","","","N","","","","","","","","","","","20","","10L","10","User defined field 8.","","JRNL.ENTS","N","","1988-07-11","DLE","","","2020-05-27T14:54:47.434Z"
"JRTS.USER9","","","","D","N","10","","","N","","","","","","","","","","","21","","10L","10","User defined field 9.","","JRNL.ENTS","N","","1988-07-11","DLE","","","2020-05-27T14:54:47.434Z"
"KEY.PIR005.TEXT","","","","K","","15","Key","","","","","","","","","","","","","0","","15L","15","Key field to Permanent Keyed record in PARMS file used to, store free form text for the investment pool statements.","Key","PIR005.TEXT","","","1994-05-31","STEVEN","","","2020-05-27T14:54:47.824Z"
"LESSOR.BLOCK","","","","B","","30","","","","","","","","","","","","","","0","","30L","0","","","","","","1993-04-19","GTT","","","2020-05-27T14:54:46.012Z"
"LEVEL.GROUPS.ADDDATE","","","D","D","","8","Added On","","N","","N","2","/","","","","","","","3","D2/","8R","5","Envision-maintained date this record was added to file.","Added On","LEVEL.GROUPS","","","1997-05-01","TGK","","","2020-05-27T14:54:47.574Z"
"LEVEL.GROUPS.ADDOPR","","","","D","","8","Added By","","N","","","","","","","","","","","4","","8L","15","Envision-maintained login of who added this record.","Added By","LEVEL.GROUPS","","","1997-05-01","TGK","","","2020-05-27T14:54:46.824Z"
"LEVEL.GROUPS.CHGDATE","","","D","D","","8","Changed Date","","N","","N","2","/","","","","","","","5","D2/","8R","5","Envision-maintained date of record was changed.","","LEVEL.GROUPS","","","1997-05-01","TGK","","","2020-05-27T14:54:46.574Z"
"LEVEL.GROUPS.CHGOPR","","","","D","","8","Changed By","","N","","","","","","","","","","","6","","8L","15","Envision-maintained login of who last updated this rec.","Changed By","LEVEL.GROUPS","","","1997-05-01","TGK","","","2020-05-27T14:54:47.590Z"
"LEVEL.GROUPS.ID","","","","K","","2","Level Group","01","Y","","","","","","","","","","","0","","2R","2","To hold the key of the LEVEL.GROUPS file.","","LEVEL.GROUPS","","","1997-05-01","TGK","","","2020-05-27T14:54:47.809Z"
"LEVEL.TYPES.ADDDATE","","","D","D","","8","Added On","","N","","N","2","/","","","","","","","8","D2/","8R","5","Enivision-maintained date this record was added to file","Added On","LEVEL.TYPES","","","1997-05-01","TGK","","","2020-05-27T14:54:45.887Z"
"LEVEL.TYPES.ADDOPR","","","","D","","8","Added By","","N","","","","","","","","","","","9","","8L","15","Envision-maintained login of who added this record.","Added By","LEVEL.TYPES","","","1997-05-01","TGK","","","2020-05-27T14:54:47.230Z"
"LEVEL.TYPES.CHGDATE","","","D","D","","8","Changed Date","","N","","N","2","/","","","","","","","10","D2/","8R","5","Envision-maintained date of record was changed.","","LEVEL.TYPES","","","1997-05-01","TGK","","","2020-05-27T14:54:47.777Z"
"LEVEL.TYPES.CHGOPR","","","","D","","8","Changed By","","N","","","","","","","","","","","11","","8L","15","Envision-maintained login of who last updated this rec.","Changed By","LEVEL.TYPES","","","1997-05-01","TGK","","","2020-05-27T14:54:47.996Z"
"LEVEL.TYPES.ID","","","","K","","2","Level Type","01","Y","","","","","","","","","","","0","","2R","2","To hold the key of LEVEL.TYPES file.","","LEVEL.TYPES","","","1997-05-01","TGK","","","2020-05-27T14:54:47.012Z"
"LFM","","","","I","","0","","","","","","","","","","","","","","0","","","0","","","","","","1993-09-10","LAR","","","2020-05-27T14:54:45.449Z"
"LG.APPRV.LEVELS","","","","Q","","2","Approval Levels","01","N","","","","","","","","","","APPROVAL.LEVELS.ID","2","","2R","2","To hold the approval levels for the associated level, group.","","LEVEL.GROUPS","","","1997-05-02","TGK","","","2020-05-27T14:54:46.652Z"
"LG.DESCRIPTION","","","","D","","30","Description","","N","","","","","","","","","","","1","","30L","30","To hold the description of the associated level group.","","LEVEL.GROUPS","","","1997-05-01","TGK","","","2020-05-27T14:54:45.355Z"
"LO.DESCRIPTION","","","","D","","20","","","","","","","","","","","","","","1","","20L","58","The description of the LO account components.","","LO.DESCS","","","1989-04-06","DLE","","","2020-05-27T14:54:46.980Z"
"LO.DESCS.ID","","","","K","","10","","15","","","","","","","","","","","","0","","10R","10","Key to the LO.DESCS file.","","LO.DESCS","","","1989-11-13","SKIP","","","2020-05-27T14:54:47.996Z"
"LO.EXPLANATION","","","","T","","70","Explanation","This is why we need to use this component.","N","","","","","","","","","","","2","","70L","70","To hold a more detailed description of the component","Explanation, \U","LO.DESCS","","","2003-06-26","SDRH","","","2020-05-27T14:54:46.793Z"
"LO.ID.LENGTH","int xResult1; , xResult1 = (vLoDescsId).Len();, return (string)xResult1;","","","I","","10","","","","","","","","","","","","","","0","","10L","0","Returns the length of the LO.DESCS ID.","LO ID Len","LO.DESCS","","","1992-07-31","DLE","","","2020-05-27T14:54:46.824Z"
"LOCATION","string xResult1; , xResult1 = (vGlAcctsId).Substring(12, 2);, return xResult1;","","","I","","2","","","","","","","","","","","","","","0","","2L","0","SUPPORT FOR ORACLE","","GL.ACCTS","","","2007-10-11","DATATEL","2007-10-11","DATATEL","2020-05-27T14:54:47.746Z"
"LT.BE.GROUPS","","","","Q","","2","GL Budget Entry Groups","01","Y","","","","","","","","","","LEVEL.GROUPS.ID","7","","2R","2","To hold the GL Budget Entry Groups of the associated, level types.","","LEVEL.TYPES","","","1997-05-01","TGK","","","2020-05-27T14:54:45.762Z"
"LT.DESCRIPTION","","","","D","","30","Description","","N","","","","","","","","","","","1","","30L","30","To hold the description of the associated level type.","","LEVEL.TYPES","","","1997-05-01","TGK","","","2020-05-27T14:54:47.637Z"
"LT.FROM.AMTS","","","N","D","","14","Dollar Amount From","100","N","","N","2","N","N","","","","","","2","MD2","14R","14","To hold the minimum dollar amount for the associated, level type.","","LEVEL.TYPES","","","1997-05-01","TGK","","","2020-05-27T14:54:46.840Z"
"LT.PO.GROUPS","","","","Q","","2","Purchase Order Groups","01","Y","","","","","","","","","","LEVEL.GROUPS.ID","5","","2R","2","To hold the PO groups of the associated level type.","","LEVEL.TYPES","","","1997-05-01","TGK","","","2020-05-27T14:54:46.355Z"
"LT.REQ.GROUPS","","","","Q","","2","Requistion Groups","01","Y","","","","","","","","","","LEVEL.GROUPS.ID","4","","2R","2","To hold the requisition group of the associated level, type.","","LEVEL.TYPES","","","1997-05-01","TGK","","","2020-05-27T14:54:47.355Z"
"LT.TO.AMTS","","","N","D","","14","Dollar Amount To","1000","N","","N","2","N","N","","","","","","3","MD2","14R","14","To hold the maximum dollar amount of the associated, level type.","","LEVEL.TYPES","","","1997-05-01","TGK","","","2020-05-27T14:54:45.809Z"
"LT.VOU.GROUPS","","","","Q","","2","Voucher Groups","01","Y","","","","","","","","","","LEVEL.GROUPS.ID","6","","2R","2","To hold the voucher groups of the associated level type","","LEVEL.TYPES","","","1997-05-01","TGK","","","2020-05-27T14:54:47.262Z"
"MCREDITS","","","N","A","","15","","123.45","","","Y","2","N","N","","M.ACTUALS","D","","","5","MD2,-","15R","15","total Credits by fiscal period","Credits","GLS.FYR","","","1988-05-05","SKIP","","","2020-05-27T14:54:46.371Z"
"MCREDITS.CONV","real[] xlResult1; , xlResult1 = vlMcredits;, return (string)xlResult1;","","","I","","15","","","","","","","","","","","","","","0","","15R","0","This CDD replaces the dictionary record that is used by, Decimal Conversion process (CVDM).","","GLS.FYR","","","1999-02-04","GTT","","","2020-05-27T14:54:47.637Z"
"MDEBITS","","","N","A","","15","","123.45","","","Y","2","N","N","","M.ACTUALS","K","","","4","MD2,-","15R","15","Total account debits by accounting (fiscal) period","Debits","GLS.FYR","","","1988-05-05","SKIP","","","2020-05-27T14:54:47.871Z"
"MDEBITS.CONV","real[] xlResult1; , xlResult1 = vlMdebits;, return (string)xlResult1;","","","I","","15","","","","","","","","","","","","","","0","","15R","0","This CDD replaces the dictionary record that is used by, Decimal Conversion process (CVDM).","","GLS.FYR","","","1999-02-04","GTT","","","2020-05-27T14:54:46.574Z"
"ME.AUTHOR","","","","D","","30","Author","David Eldridge","N","","","","","","","","","","","9","","30L","30","Person authorizing the journal entry (free-form)., May be a person's name, intitials, position or ID.","Author","MEMOENTS","","","1999-06-21","INTS","","","2020-05-27T14:54:47.949Z"
"ME.COMMENTS","","","","C","","30","Comments","Correction of posting failure.","N","","","","","","","","","","","10","","30L","80","Overal journal entry comments (free-form).","Comments","MEMOENTS","","","1999-06-21","INTS","","","2020-05-27T14:54:45.559Z"
"ME.CREDIT","","","N","A","","15","Credit Amount","1500.00","N","","Y","2","N","N","","ME.DATA","D","","","4","MD2,-","15R","15","Line Item Credit Amount","Credit","MEMOENTS","","","1999-06-21","INTS","","","2020-05-27T14:54:46.387Z"
"ME.DEBIT","","","N","A","","15","Debit Amount","1500.00","N","","Y","2","N","N","","ME.DATA","D","","","3","MD2,-","15R","15","","Debit","MEMOENTS","","","1999-06-18","INTS","","","2020-05-27T14:54:45.965Z"
"ME.DESCRIPTION","","","","A","","30","Memo Encumbrance Description","Memo Encumber Payroll Salaries","N","","","","","","","ME.DATA","D","","","2","","30L","30","Line item Description","Description","MEMOENTS","","","1999-06-18","INTS","","","2020-05-27T14:54:46.980Z"
"ME.GL.NO","","","","A","","25","GL Account Number","1051002101001","N","","","","","","","ME.DATA","K","","","1","","25L","30","Line Item Genaral ledger Account Number","GL Acount Number","MEMOENTS","","","1999-06-18","INTS","","","2020-05-27T14:54:45.715Z"
"ME.NO","","","","K","","7","Memo Encumbrance Journal Entry Number","M000123","N","","","","","","","","","","","0","","7L","13","Menmo Encumbrance Journal Entry Number","Journal No","MEMOENTS","","","1999-06-18","INTS","","","2020-05-27T14:54:45.590Z"
"ME.PRINTED","","","","D","","8","Printed","7700*I","N","","","","","","","","","","","11","","8L","8","The last date the journal entry was printed","Printed","MEMOENTS","","","1999-06-21","INTS","","","2020-05-27T14:54:46.512Z"
"ME.PRJ.ITEM.IDS","","","","A","","15","","1234","N","","","","","","","ME.DATA","D","","","26","","15L","15","","","MEMOENTS","","","2006-10-13","TGL","","","2020-05-27T14:54:45.496Z"
"ME.PROJECTS.CF.ID","","","","A","","15","","RESEARCH-1","N","","","","","","","ME.DATA","D","","","25","","15L","15","","","MEMOENTS","","","2006-10-13","TGL","","","2020-05-27T14:54:45.684Z"
"ME.REF.NO","","","","D","","7","Memo Encumbrance Reference Number","0000987","N","","","","","","","","","","","12","","7L","7","Encumbrance Reference Number.","Ref.No","MEMOENTS","","","1999-06-21","INTS","","","2020-05-27T14:54:47.902Z"
"ME.SOURCE","","","","D","","2","Source Code","ER","N","","","","","","","","","","","7","","2L","2","Requisition Encumbrance ER","Source","MEMOENTS","","","1999-06-21","INTS","","","2020-05-27T14:54:45.715Z"
"ME.TR.DATE","","","D","D","","10","Transaction Date","6/21/1999","N","","N","4","/","","","","","","","5","D4/","10L","5","Memo Encumbrance Transaction Date.","Tr.Date","MEMOENTS","","","1999-06-21","INTS","","","2020-05-27T14:54:47.934Z"
"ME.USER1","","","","D","","10","User 1","","N","","","","","","","","","","","13","","10L","10","User definded field 1.","User 1","MEMOENTS","","","1999-06-21","INTS","","","2020-05-27T14:54:45.887Z"
"ME.USER10","","","","D","","10","User 10","","N","","","","","","","","","","","22","","10L","10","User defined field 10.","User 10","MEMOENTS","","","1999-06-21","INTS","","","2020-05-27T14:54:48.012Z"
"ME.USER2","","","","D","","10","User 2","","N","","","","","","","","","","","14","","10L","10","User definded field 2.","User 2","MEMOENTS","","","1999-06-21","INTS","","","2020-05-27T14:54:45.887Z"
"ME.USER3","","","","D","","10","User 3","","N","","","","","","","","","","","15","","10L","10","User defined field 3.","User 3","MEMOENTS","","","1999-06-21","INTS","","","2020-05-27T14:54:45.887Z"
"ME.USER4","","","","D","","10","User 4","","N","","","","","","","","","","","16","","10L","10","User defined field 4.","User4","MEMOENTS","","","1999-06-21","INTS","","","2020-05-27T14:54:45.902Z"
"ME.USER5","","","","D","","10","User 5","","N","","","","","","","","","","","17","","10L","10","User defined field 5.","User 5","MEMOENTS","","","1999-06-21","INTS","","","2020-05-27T14:54:45.902Z"
"ME.USER6","","","","D","","10","User 6","","N","","","","","","","","","","","18","","10L","10","User defined field 6.","User 6","MEMOENTS","","","1999-06-21","INTS","","","2020-05-27T14:54:45.918Z"
"ME.USER7","","","","D","","10","User 7","","N","","","","","","","","","","","19","","10L","10","User defined field 7.","User 7","MEMOENTS","","","1999-06-21","INTS","","","2020-05-27T14:54:45.918Z"
"ME.USER8","","","","D","","10","User 8","","N","","","","","","","","","","","20","","10L","10","User defined field 8","User 8","MEMOENTS","","","1999-06-21","INTS","","","2020-05-27T14:54:45.934Z"
"ME.USER9","","","","D","","10","User 9","","N","","","","","","","","","","","21","","10L","10","User defined field 9.","User 9","MEMOENTS","","","1999-06-21","INTS","","","2020-05-27T14:54:45.934Z"
"MEMOENTS.ADD.DATE","","","D","D","","10","Entered","7.1.99","N","","N","4","/","","","","","","","24","D4/","10L","5","Date that the journal entry was added.","Date Added","MEMOENTS","","","1999-06-24","INTS","","","2020-05-27T14:54:45.902Z"
"MEMOENTS.ADD.OPERATOR","","","","D","","8","Added By","INTS","N","","","","","","","","","","","23","","8L","15","Operator who added this journal entry.","Added By","MEMOENTS","","","1999-06-24","INTS","","","2020-05-27T14:54:46.527Z"
"MEMOENTS.CHANGE.DATE","","","D","D","","10","Entered","06/21/1999","N","","N","4","/","","","","","","","6","D4/","10L","10","Journal Entry System Date.","Sys.Date","MEMOENTS","","","1999-06-21","INTS","","","2020-05-27T14:54:45.449Z"
"MEMOENTS.CHANGE.OPERATOR","","","","D","","8","By","DLE","N","","","","","","","","","","","8","","8L","15","Operator who created the journal entry.","Entry Operator","MEMOENTS","","","1999-06-21","INTS","","","2020-05-27T14:54:45.887Z"
"MENCUMBRANCES","","","N","A","","15","","9999.99","","","Y","2","N","N","","M.PO.ENCS","K","","","32","MD2,-","15R","15","Periodic Encumbrance Amount by Fiscal Period","","GLS.FYR","","","1988-06-01","SKIP","","","2020-05-27T14:54:46.215Z"
"MENCUMBRANCES.CONV","real[] xlResult1; , xlResult1 = vlMencumbrances;, return (string)xlResult1;","","","I","","15","","","","","","","","","","","","","","0","","15R","0","This CDD replaces the dictionary record that is used by, Decimal Conversion process (CVDM).","","GLS.FYR","","","1999-02-04","GTT","","","2020-05-27T14:54:47.637Z"
"MENCUMBRANCES.RELIEVED","","","N","A","","15","","","","","Y","2","N","N","","M.PO.ENCS","D","","","33","MD2,-","15R","15","Encumbrance relief amounts by fiscal period","","GLS.FYR","","","1988-05-26","SKIP","","","2020-05-27T14:54:45.746Z"
"MENCUMBRANCES.RELIEVED.CONV","real[] xlResult1; , xlResult1 = vlMencumbrancesRelieved;, return (string)xlResult1;","","","I","","15","","","","","","","","","","","","","","0","","15R","0","This CDD replaces the dictionary record that is used by, Decimal Conversion process (CVDM).","","GLS.FYR","","","1999-02-04","GTT","","","2020-05-27T14:54:46.340Z"
"MISC.POSTINGS.FIRST.KEY","string xResult1; , xResult1 = (vMiscPostingsId).Substring(1, 1, ""*"");, return xResult1;","","","I","","10","","","","","","","","","","","","","","0","","10L","0","1998 June 18  01:32pm  Ms. Gini Anne, Returns the first part of the joined key, Activity 18360, #","Misc Postings","MISC.POSTINGS","","","1998-06-18","GMR","","","2020-05-27T14:54:46.277Z"
"MISC.POSTINGS.ID","","","","K","","10","","","N","","","","","","","","","","","0","","10L","10","Misc postings key","","MISC.POSTINGS","","","1993-03-16","STEVEN","","","2020-05-27T14:54:47.824Z"
"MISC.STATUS.BLOCK","","","","B","","76","[Status Block]","nerated   1994    02/02/94     12:23    Joe","","","","","","","","","","","","0","","76L","0","status block for 1099-MISC form processing","","","","","1994-02-10","PEC","","","2020-05-27T14:54:47.793Z"
"MMED.STATUS.ID","","","","K","","12","","MMED.STATUS","N","","","","","","","","","","","0","","12L","11","This record keeps track of whether mag media has been run for an, Organization, when it was run, and if it was run in test mode.","","MMED.STATUS","","","2004-10-29","TGL","","","2020-05-27T14:54:46.793Z"
