"ids","Alternate Dictionaries ","Computed Column Code ","Converted From ","Data Element Synonym ","Data Element Synonym Xref ","Data Type ","Database Usage Type ","Default Display Secure ","Default Display Size ","Default Input Processing ","Default Input Prompt ","Default Justification ","Default Mask ","Default Output Processing ","Default Sample Data ","Default Zero Pad ","Derived Sec Ptr ","Displayed By Xref ","Dt1 ","Dt2 ","Dt3 ","Dt4 ","Dt5 ","Element Assoc Name ","Element Assoc Type ","Element Pointed From ","Element Pointed To ","Field Placement ","I Descriptor ","Index Assn Name ","Index Assn Placement ","Inform Conversion String ","Inform Format String ","Input Prompt Location ","Input Prompt Variable ","Internal Computations ","Just Pad Character ","Key Counter Source ","Logical File Alias ","Lookup Prompt ","Maximum Storage Size ","Modified By Xref ","Permanent Demand Elements ","Permanent Demand Keys ","Permanent Demand Write ","Permanent Init Inserts ","Pointer Deletion Strategy ","Purpose ","Relation File Name ","Relfile Keybuild Strategy ","Report Header ","Sce From Files ","Sce Link Attrs ","Sce Link Subrs ","Sce Recalc Flag Field ","Sce Status Flag ","Sce Subr Args ","Sce Subr Name ","Sce Subr Sources ","Sce To Files ","Sce Trigger Cdds ","Snapshots ","Source ","Sql Compliant Name ","Synonym Field Delimiter ","Synonym Field Position ","Toolcdd Add Date ","Toolcdd Add Operator ","Toolcdd Auto Xref Files ","Toolcdd Auto Xref Keys ","Toolcdd Change Date ","Toolcdd Change Operator ","Toolcdd Demand Subrs ","Toolcdd Dict Changed Ver ","Toolcdd Idesc Smtype ","Toolcdd Lkup Add Mode ","Toolcdd Lkup Arg Var ","Toolcdd Lkup Attr Table ","Toolcdd Lkup Crnt Id Var ","Toolcdd Lkup File Inherit ","Toolcdd Lkup File Name ","Toolcdd Lkup Id List Var ","Toolcdd Lkup Limit New Size ","Toolcdd Lkup Nk Add Option ","Toolcdd Lkup Nk At Once ","Toolcdd Lkup Not Found Hook ","Toolcdd Lkup Post Reso Hook ","Toolcdd Lkup Pre Reso Hook ","Toolcdd Lkup Prompt Text ","Toolcdd Lkup Rec Add Hook ","Toolcdd Lkup Rec Found Hook ","Toolcdd Lkup Reso Hook ","Toolcdd Lkup Sel Conn ","Toolcdd Lkup Sel Field ","Toolcdd Lkup Sel Rel Opcode ","Toolcdd Lkup Sel Stmt ","Toolcdd Lkup Sel Value ","Toolcdd Lkup Sort Fields ","Toolcdd Lkup Sort Order ","Toolcdd Valid Platforms ","Truncation Flag ","Validation Table ","Validation Zero Fill Size ","Views "
"POOL.DISTR.DATE","","","","","","D","D","","8","","Last Distribution Date","R","","","","","","","N","2","/","","","","","","","12","","","","D2/","8R","","","","","","","","8","","","","","","","Contains the last distribution date for shares","","","Distr, Date","","","","","","","","","","","","POOL","","","0","1994-01-16","STEVEN","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","0",""
"POOL.DISTR.END.DATE","","date[] xlResult1; , key xlKeyShareDistr for file ShareDistr;, xlKeyShareDistr = vlPoolDistrKeys; xlResult1 = vlShrdPeriodEndDate;, return xlResult1;","","","","D","I","","8","","","R","","","","","","","N","2","/","","","","","","","0","TRANS(""SHARE.DISTR"",POOL.DISTR.KEYS,""SHRD.PERIOD.END.DATE"",""X"")","","","D2/","8R","","","","","","","","0","","POOL.DISTR.KEYS, SHRD.PERIOD.END.DATE","","","","","Translate to the SHARE.DISTR file for all distributions","","","Distr, End Date","","","","","","","","","","","","POOL","","","0","1994-03-21","STEVEN","","","","","","","M","","","","","","","","","","","","","","","","","","","","","","","","","","","","0",""
"POOL.DISTR.KEYS","","","","","","","Q","","10","","Distribution Keys","R","","","","","SHARE.DISTR.ID","","","","","","","","","SHRD.POOL.ID","SHARE.DISTR.ID","20","","","","","10R","","","","","","","","15","","","","","","S","Contains keys to all SHARE.DISTR records created for, distribution processing.","","","Distr, Keys","","","","","","","","","","","","POOL","","","0","1994-01-28","STEVEN","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","0",""
"POOL.DISTR.START.DATE","","date[] xlResult1; , key xlKeyShareDistr for file ShareDistr;, xlKeyShareDistr = vlPoolDistrKeys; xlResult1 = vlShrdPeriodStartDate;, return xlResult1;","","","","D","I","","8","","","R","","","","","","","N","2","/","","","","","","","0","TRANS(""SHARE.DISTR"",POOL.DISTR.KEYS,""SHRD.PERIOD.START.DATE"",""X"")","","","D2/","8R","","","","","","","","0","","POOL.DISTR.KEYS, SHRD.PERIOD.START.DATE","","","","","Translate to the SHARE.DISTR file for all distributions","","","Distr, Start Date","","","","","","","","","","","","POOL","","","0","1994-03-21","STEVEN","","","","","","","M","","","","","","","","","","","","","","","","","","","","","","","","","","","","0",""
"POOL.EARN.CR.ACCT","","","","","","","D","","25","ACCT.STRUC.REC = R.GLSTRUCT, $GL.NO, ADD.MODE.ALLOWED = 0, V.TRANS.DATE='', CTL.ACCT.LIST='', X.ACCT.RANGE.LIST='', $GL.ACCTS.ID.LOOKUP, IF GL.RETURN.CODE LT 0 THEN,    REPROMPT, END","Distributed Earnings Credit Account","L","","IF LEN(V.POOL.EARN.CR.ACCT) THEN,    OUTPUT.DATA=V.POOL.EARN.CR.ACCT,    CONVERT '_' TO '' IN OUTPUT.DATA,    OUTPUT.DATA = FMT(OUTPUT.DATA,V.ACCT.MASK), END","Pool Earnings Credit Acct","","","","","","","","","","","","","32","","","","","25L","","","","","","","","30","","ACCT.MASK","GLSTRUCT.ID","N","","","","","","Earnings Credit, Account","","","","","","","","","","","","POOL","","","0","1993-09-14","STEVEN","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","0",""
"POOL.EARN.DR.ACCT","","","","","","","D","","25","ACCT.STRUC.REC = R.GLSTRUCT, $GL.NO, ADD.MODE.ALLOWED = 0, V.TRANS.DATE='', CTL.ACCT.LIST='', X.ACCT.RANGE.LIST='', $GL.ACCTS.ID.LOOKUP, IF GL.RETURN.CODE LT 0 THEN,    REPROMPT, END","Distributed Earnings Debit Account","L","","IF LEN(V.POOL.EARN.DR.ACCT) THEN,    OUTPUT.DATA=V.POOL.EARN.DR.ACCT,    CONVERT '_' TO '' IN OUTPUT.DATA,    OUTPUT.DATA = FMT(OUTPUT.DATA,V.ACCT.MASK), END","Pool Earnings Debit Acct","N","","","","","","","","","","","","31","","","","","25L","","","","","","","","30","","ACCT.MASK","GLSTRUCT.ID","N","","","","","","Earnings Debit, Account","","","","","","","","","","","","POOL","","","0","1993-09-14","STEVEN","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","0",""
"POOL.EARN.REINV.CR.ACCT","","","","","","","D","","25","ACCT.STRUC.REC = R.GLSTRUCT, $GL.NO, ADD.MODE.ALLOWED = 0, V.TRANS.DATE='', CTL.ACCT.LIST='', X.ACCT.RANGE.LIST='', $GL.ACCTS.ID.LOOKUP, IF GL.RETURN.CODE LT 0 THEN,    REPROMPT, END","Reinvested Earnings Credit Account","L","","IF LEN(V.POOL.EARN.REINV.CR.ACCT) THEN,    OUTPUT.DATA=V.POOL.EARN.REINV.CR.ACCT,    CONVERT '_' TO '' IN OUTPUT.DATA,    OUTPUT.DATA = FMT(OUTPUT.DATA,V.ACCT.MASK), END","Pool Reinvest Cr Acct","N","","","","","","","","","","","","34","","","","","25L","","","","","","","","30","","ACCT.MASK","GLSTRUCT.ID","N","","","Transfer Out GL account number","","","Reinvested Earnings, Credit Account","","","","","","","","","","","","POOL","","","0","1993-09-14","STEVEN","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","0",""
"POOL.EARN.REINV.DR.ACCT","","","","","","","D","","25","ACCT.STRUC.REC = R.GLSTRUCT, $GL.NO, ADD.MODE.ALLOWED = 0, V.TRANS.DATE='', CTL.ACCT.LIST='', X.ACCT.RANGE.LIST='', $GL.ACCTS.ID.LOOKUP, IF GL.RETURN.CODE LT 0 THEN,    REPROMPT, END","Reinvested Earnings Debit Account","L","","IF LEN(V.POOL.EARN.REINV.DR.ACCT) THEN,    OUTPUT.DATA=V.POOL.EARN.REINV.DR.ACCT,    CONVERT '_' TO '' IN OUTPUT.DATA,    OUTPUT.DATA = FMT(OUTPUT.DATA,V.ACCT.MASK), END","Pool Reinvest Dr Acct","N","","","","","","","","","","","","33","","","","","25L","","","","","","","","30","","ACCT.MASK","GLSTRUCT.ID","N","","","Transfer In GL account number","","","Reinvested Earnings, Debit Account","","","","","","","","","","","","POOL","","","0","1993-09-14","STEVEN","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","0",""
"POOL.EXPENSES.CR.ACCT","","","","","","","D","","25","ACCT.STRUC.REC = R.GLSTRUCT, $GL.NO, ADD.MODE.ALLOWED = 0, V.TRANS.DATE='', CTL.ACCT.LIST='', X.ACCT.RANGE.LIST='', $GL.ACCTS.ID.LOOKUP, IF GL.RETURN.CODE LT 0 THEN,    REPROMPT, END","Expenses Credit Account","L","","IF LEN(V.POOL.EXPENSES.CR.ACCT) THEN,    OUTPUT.DATA=V.POOL.EXPENSES.CR.ACCT,    CONVERT '_' TO '' IN OUTPUT.DATA,    OUTPUT.DATA = FMT(OUTPUT.DATA,V.ACCT.MASK), END","Expenses Credit Account","","","","","","","","","","","","","50","","","","","25L","","","","","","","","30","","ACCT.MASK","GLSTRUCT.ID","N","","","","","","Expenses, Credit Account","","","","","","","","","","","","POOL","","","0","1993-09-15","STEVEN","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","0",""
"POOL.EXPENSES.DR.ACCT","","","","","","","D","","25","ACCT.STRUC.REC = R.GLSTRUCT, $GL.NO, ADD.MODE.ALLOWED = 0, V.TRANS.DATE='', CTL.ACCT.LIST='', X.ACCT.RANGE.LIST='', $GL.ACCTS.ID.LOOKUP, IF GL.RETURN.CODE LT 0 THEN,    REPROMPT, END","Expenses Debit Account","L","","IF LEN(V.POOL.EXPENSES.DR.ACCT) THEN,    OUTPUT.DATA=V.POOL.EXPENSES.DR.ACCT,    CONVERT '_' TO '' IN OUTPUT.DATA,    OUTPUT.DATA = FMT(OUTPUT.DATA,V.ACCT.MASK), END","Expenses Debit Account","","","","","","","","","","","","","49","","","","","25L","","","","","","","","30","","ACCT.MASK","GLSTRUCT.ID","N","","","","","","Expenses, Debit Account","","","","","","","","","","","","POOL","","","0","1993-09-15","STEVEN","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","0",""
"POOL.FEES.CR.ACCT","","","","","","","D","","25","ACCT.STRUC.REC = R.GLSTRUCT, $GL.NO, ADD.MODE.ALLOWED = 0, V.TRANS.DATE='', CTL.ACCT.LIST='', X.ACCT.RANGE.LIST='', $GL.ACCTS.ID.LOOKUP, IF GL.RETURN.CODE LT 0 THEN,    REPROMPT, END","Management Fees Credit Account","L","","IF LEN(V.POOL.FEES.CR.ACCT) THEN,    OUTPUT.DATA=V.POOL.FEES.CR.ACCT,    CONVERT '_' TO '' IN OUTPUT.DATA,    OUTPUT.DATA = FMT(OUTPUT.DATA,V.ACCT.MASK), END","Management Fees Cr Acct","","","","","","","","","","","","","48","","","","","25L","","","","","","","","30","","ACCT.MASK","GLSTRUCT.ID","N","","","","","","Management Fees, Credit Account","","","","","","","","","","","","POOL","","","0","1993-09-15","STEVEN","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","0",""
"POOL.FEES.DR.ACCT","","","","","","","D","","25","ACCT.STRUC.REC = R.GLSTRUCT, $GL.NO, ADD.MODE.ALLOWED = 0, V.TRANS.DATE='', CTL.ACCT.LIST='', X.ACCT.RANGE.LIST='', $GL.ACCTS.ID.LOOKUP, IF GL.RETURN.CODE LT 0 THEN,    REPROMPT, END","Management Fees Debit Account","L","","IF LEN(V.POOL.FEES.DR.ACCT) THEN,    OUTPUT.DATA=V.POOL.FEES.DR.ACCT,    CONVERT '_' TO '' IN OUTPUT.DATA,    OUTPUT.DATA = FMT(OUTPUT.DATA,V.ACCT.MASK), END","Management Fees Dr Acct","","","","","","","","","","","","","47","","","","","25L","","","","","","","","30","","ACCT.MASK","GLSTRUCT.ID","N","","","","","","Management Fees, Debit Account","","","","","","","","","","","","POOL","","","0","1993-09-15","STEVEN","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","0",""
"POOL.GAIN.CR.ACCT","","","","","","","D","","25","ACCT.STRUC.REC = R.GLSTRUCT, $GL.NO, ADD.MODE.ALLOWED = 0, V.TRANS.DATE='', CTL.ACCT.LIST='', X.ACCT.RANGE.LIST='', $GL.ACCTS.ID.LOOKUP, IF GL.RETURN.CODE LT 0 THEN,    REPROMPT, END","Realized Gain Credit Account","L","","IF LEN(V.POOL.GAIN.CR.ACCT) THEN,    OUTPUT.DATA=V.POOL.GAIN.CR.ACCT,    CONVERT '_' TO '' IN OUTPUT.DATA,    OUTPUT.DATA = FMT(OUTPUT.DATA,V.ACCT.MASK), END","Pool Gain Cr Acct","","","","","","","","","","","","","36","","","","","25L","","","","","","","","30","","ACCT.MASK","GLSTRUCT.ID","N","","","","","","Gain Credit, Account","","","","","","","","","","","","POOL","","","0","1993-09-14","STEVEN","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","0",""
"POOL.GAIN.DR.ACCT","","","","","","","D","","25","ACCT.STRUC.REC = R.GLSTRUCT, $GL.NO, ADD.MODE.ALLOWED = 0, V.TRANS.DATE='', CTL.ACCT.LIST='', X.ACCT.RANGE.LIST='', $GL.ACCTS.ID.LOOKUP, IF GL.RETURN.CODE LT 0 THEN,    REPROMPT, END","Realized Gain Debit Account","L","","IF LEN(V.POOL.GAIN.DR.ACCT) THEN,    OUTPUT.DATA=V.POOL.GAIN.DR.ACCT,    CONVERT '_' TO '' IN OUTPUT.DATA,    OUTPUT.DATA = FMT(OUTPUT.DATA,V.ACCT.MASK), END","Pool Gain Dr Acct","","","","","","","","","","","","","35","","","","","25L","","","","","","","","30","","ACCT.MASK","GLSTRUCT.ID","N","","","","","","Gain Debit, Account","","","","","","","","","","","","POOL","","","0","1993-09-14","STEVEN","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","0",""
"POOL.GAIN.MARKET.CR.ACCT","","","","","","","D","","25","ACCT.STRUC.REC = R.GLSTRUCT, $GL.NO, ADD.MODE.ALLOWED = 0, V.TRANS.DATE='', CTL.ACCT.LIST='', X.ACCT.RANGE.LIST='', $GL.ACCTS.ID.LOOKUP, IF GL.RETURN.CODE LT 0 THEN,    REPROMPT, END","Reinvest Market Gain Credit Account","L","","IF LEN(V.POOL.GAIN.MARKET.CR.ACCT) THEN,    OUTPUT.DATA=V.POOL.GAIN.MARKET.CR.ACCT,    CONVERT '_' TO '' IN OUTPUT.DATA,    OUTPUT.DATA = FMT(OUTPUT.DATA,V.ACCT.MASK), END","","N","","","","","","","","","","","","44","","","","","25L","","","","","","","","30","","ACCT.MASK","GLSTRUCT.ID","N","","","","","","Market, Gain Credit, Account","","","","","","","","","","","","POOL","","","0","1993-09-14","STEVEN","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","0",""
"POOL.GAIN.MARKET.DR.ACCT","","","","","","","D","","25","ACCT.STRUC.REC = R.GLSTRUCT, $GL.NO, ADD.MODE.ALLOWED = 0, V.TRANS.DATE='', CTL.ACCT.LIST='', X.ACCT.RANGE.LIST='', $GL.ACCTS.ID.LOOKUP, IF GL.RETURN.CODE LT 0 THEN,    REPROMPT, END","Reinvest Market Gain Debit Account","L","","IF LEN(V.POOL.GAIN.MARKET.DR.ACCT) THEN,    OUTPUT.DATA=V.POOL.GAIN.MARKET.DR.ACCT,    CONVERT '_' TO '' IN OUTPUT.DATA,    OUTPUT.DATA = FMT(OUTPUT.DATA,V.ACCT.MASK), END","","N","","","","","","","","","","","","43","","","","","25L","","","","","","","","30","","ACCT.MASK","GLSTRUCT.ID","N","","","","","","Market, Gain Debit, Account","","","","","","","","","","","","POOL","","","0","1993-09-14","STEVEN","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","0",""
"POOL.GAIN.REINV.CR.ACCT","","","","","","","D","","25","ACCT.STRUC.REC = R.GLSTRUCT, $GL.NO, ADD.MODE.ALLOWED = 0, V.TRANS.DATE='', CTL.ACCT.LIST='', X.ACCT.RANGE.LIST='', $GL.ACCTS.ID.LOOKUP, IF GL.RETURN.CODE LT 0 THEN,    REPROMPT, END","Reinvested Gain Credit Account","L","","IF LEN(V.POOL.GAIN.REINV.CR.ACCT) THEN,    OUTPUT.DATA=V.POOL.GAIN.REINV.CR.ACCT,    CONVERT '_' TO '' IN OUTPUT.DATA,    OUTPUT.DATA = FMT(OUTPUT.DATA,V.ACCT.MASK), END","Pool Gain Cr Acct","N","","","","","","","","","","","","40","","","","","25L","","","","","","","","30","","ACCT.MASK","GLSTRUCT.ID","N","","","","","","Gain Credit, Account","","","","","","","","","","","","POOL","","","0","1993-09-14","STEVEN","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","0",""
"POOL.GAIN.REINV.DR.ACCT","","","","","","","D","","25","ACCT.STRUC.REC = R.GLSTRUCT, $GL.NO, ADD.MODE.ALLOWED = 0, V.TRANS.DATE='', CTL.ACCT.LIST='', X.ACCT.RANGE.LIST='', $GL.ACCTS.ID.LOOKUP, IF GL.RETURN.CODE LT 0 THEN,    REPROMPT, END","Reinvested Gain Debit Account","L","","IF LEN(V.POOL.GAIN.REINV.DR.ACCT) THEN,    OUTPUT.DATA=V.POOL.GAIN.REINV.DR.ACCT,    CONVERT '_' TO '' IN OUTPUT.DATA,    OUTPUT.DATA = FMT(OUTPUT.DATA,V.ACCT.MASK), END","Pool Gain Dr Acct","N","","","","","","","","","","","","39","","","","","25L","","","","","","","","30","","ACCT.MASK","GLSTRUCT.ID","N","","","","","","Gain Debit, Account","","","","","","","","","","","","POOL","","","0","1993-09-14","STEVEN","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","0",""
"POOL.ID","","","","","","","K","","6","$POOL.LOOKUP, IF LKUP.RETURN.CODE LT 0 THEN,    REPROMPT, END","Pool ID LookUp","L","","","ENDOW1","","","","","","","","","","","","","0","","","","","6L","","","","","","","","6","","","","","","","Contains Key to the POOL file records","","","Pool ID","","","","","","","","","","","","POOL","","","0","1993-09-07","STEVEN","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","0",""
"POOL.INVEST.ACCT","","","","","","","D","","25","ACCT.STRUC.REC = R.GLSTRUCT, $GL.NO, ADD.MODE.ALLOWED = 0, V.TRANS.DATE='', CTL.ACCT.LIST='', X.ACCT.RANGE.LIST='', $GL.ACCTS.ID.LOOKUP, IF GL.RETURN.CODE LT 0 THEN,    REPROMPT, END","Invest Pool Account","L","","IF LEN(V.POOL.INVEST.ACCT) THEN,    OUTPUT.DATA=V.POOL.INVEST.ACCT,    CONVERT '_' TO '' IN OUTPUT.DATA,    OUTPUT.DATA = FMT(OUTPUT.DATA,V.ACCT.MASK), END","Investment GL Acct Number","N","","","","","","","","","","","","30","","","","","25L","","","","","","","","30","","ACCT.MASK","GLSTRUCT.ID","N","","","Investment GL account number","","","Investment, Account","","","","","","","","","","","","POOL","","","0","1993-09-14","STEVEN","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","0",""
"POOL.INVEST.MANAGER","","","","","","","Q","","7","X.SAVE.EDITED.DATA = EDITED.DATA, ADD.MODE.ALLOWED = 1, A.PERSON.ID = """", LOOKUP.SUBFILE = ""PERSON"", LOOKUP.SEARCH = 1, LOOKUP.NAME.ADDR.TYPE = """", :CORE.INSERTS I_INPUT.INIT.PERSON.LOOKUP:, :CORE.INSERTS I_INPUT.PERSON.LOOKUP.SEC:, IF LKUP.RETURN.CODE LT 0 THEN,    REPROMPT, END, IF NOT(ERROR.OCCURRED) THEN,    IF LKUP.RETURN.CODE = 1 THEN,       WARNING.OCCURRED = ""C;P"",       MSG = ""Is this new record a Corporation or a Person (C/P)?"",       GOSUB ERROR.MESSAGE,  IF WARNING.OCCURRED = ""C"" THEN,     *,     * Need to modify deafault record so that the,     * corporation name is formatted correctly,     *,     V.ACCT.MANAGER.CORP.INDICATOR = ""Y"",     CALL S.UC.WORD(X.SAVE.EDITED.DATA),     X.CORP.NAME = X.SAVE.EDITED.DATA,     *,     X.SORT.NAME = """",     CALL S.XLAT.CORP.SORT.NAME(X.SORT.NAME, X.CORP.NAME),     *,     PERSON.DEFAULT.RECORD<ACCT.MANAGER.PREF.NAME> = X.CORP.NAME,     PERSON.DEFAULT.RECORD<ACCT.MANAGER.MAIL.LABEL> = X.CORP.NAME,     PERSON.DEFAULT.RECORD<ACCT.MANAGER.LAST> = X.SORT.NAME,     PERSON.DEFAULT.RECORD<ACCT.MANAGER.CORP.INDICATOR> = ""Y"",     *,     * SMBR - Nov 15, 2002,     * Columnar I/O Fixes for Performance Improvement in Oracle,     * Replaced DEFAULT_RECORD with s.default.corp subroutine,     * to load default data if new corp is created.,     CALL @MIO.TRANSACTION(MIO.TX.START),     CALL S.DEFAULT.CORP(EDITED.DATA,PERSON.DEFAULT.RECORD),     CALL @MIO.TRANSACTION(MIO.TX.END),     *,     * End of Activity -- Columnar I/O Fixes,     *,       END ELSE,     *,     * SMBR - Nov 15, 2002 Columnar IO changes,     * Replacing DEFAULT_RECORD with subroutine to load default data if,     * new person is being created.,     CALL @MIO.TRANSACTION(MIO.TX.START),     CALL S.DEFAULT.PERSON(EDITED.DATA,PERSON.DEFAULT.RECORD),     CALL @MIO.TRANSACTION(MIO.TX.END),  END,  *,       * End of Activity -- Columnar I/O Fixes,  *,       WARNING.OCCURRED = """",  COMMAND = CMD.DT,       SCREEN.REFRESH = 0,       *,       * SMBR - Nov 15, 2002,  * Columnar I/O Fixes for Performance Improvement in Oracle,  * Comenting out DEFAULT_RECORD it will get removed from Envision,  * replaced with S.DEFAULT.PERSON and S.DEFAULT.CORP,       ****      DEFAULT_RECORD ACCT.MANAGER,PERSON.DEFAULT.RECORD,EDITED.DATA,       * End of Activity -- Columnar I/O Fixes,       *,  V.POOL.INVEST.MANAGER = EDITED.DATA,       VL.POOL.INVEST.MANAGER<1,WNDW.POOL.INVEST.MANAGER.INDX> = EDITED.DATA,    END,    A.ADDRESS.ID = """",    IF V.ACCT.MANAGER.CORP.INDICATOR = ""Y"" THEN,       *,       * This is a new corporation record so go to COPM,       *,  CALL_SCREEN SUSPENDING CFS001($SEC.CNTRL, A.ADDRESS.ID,""""),    END ELSE,       *,  * This is a new person record so go to NAE,       *,       CALL_SCREEN SUSPENDING DMSU22($SEC.CNTRL, ADDRESS.DEFAULT.RECORD),    END,    DK.ACCT.MANAGER = """",    D.ACCT.MANAGER = """", $CANCEL.DETAIL,    * SMBR Nov 15, 2002 Columnar IO fixes,    * If cancelled from detailed screen data must need to,    * be deleted from the disk since we are not using DEFAULT_RECORD,    *,    IF LKUP.RETURN.CODE = 1 AND ERROR.OCCURRED THEN,  CALL S.DEL.PERSON.CLEANUP(EDITED.DATA),  V.POOL.INVEST.MANAGER = """",       VL.POOL.INVEST.MANAGER<1,WNDW.POOL.INVEST.MANAGER.INDX> = """",    END,    *,    * End of Activity -- Columnar I/O Fixes,    *, END, PERSON.DEFAULT.RECORD = """", ADDRESS.DEFAULT.RECORD = """"","Investment Manager LookUp","L","","","0001099","N","","","","","","","","","","","ACCT.MANAGER.ID","6","","","","","7L","","","","","","","","10","","ACCT.MANAGER.LAST, ACCT.MANAGER.PREF.NAME, ACCT.MANAGER.MAIL.LABEL, ACCT.MANAGER.CORP.INDICATOR","ACCT.MANAGER.ID, ACCT.MANAGER.ID, ACCT.MANAGER.ID, ACCT.MANAGER.ID","Y, Y, Y, Y","","S","The PERSON id of the individual who manages this pool","","","Investment, Manager","","","","","","","","","","","","POOL","","","0","1993-09-07","STEVEN","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","0",""
"POOL.INVESTMENT","","","","","","N","D","","14","","Total Investment","R","","","","","","","Y","2","N","N","","","","","","14","","","","MD2,","14R","","","","","","","","15","","","","","","","Contains the total investment as of last distribution","","","Total, Investment","","","","","","","","","","","","POOL","","","0","1994-01-16","STEVEN","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","0",""
"POOL.LAST.DISTR.KEY","","","","","","","D","","10","","Last Distribution Key","R","","","","","","","","","","","","","","","","11","","","","","10R","","","","","","","","10","","","","","","","Contains the key to the SHARE.DISTR file for distribution","","","Last, Distr, Key","","","","","","","","","","","","POOL","","","0","1994-03-12","STEVEN","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","0",""
"POOL.LONG.DESCRIPTION","","","","","","","L","","50","","Long Description","L","","","Pool distributes prudent portion of appreciation.","","","","","","","","","","","","","2","","","","","50L","","","","","","","","50","","","","","","","Long description of Investment Pool","","","Long Description","","","","","","","","","","","","POOL","","","0","1993-09-07","STEVEN","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","0",""
"POOL.LOSS.CR.ACCT","","","","","","","D","","25","ACCT.STRUC.REC = R.GLSTRUCT, $GL.NO, ADD.MODE.ALLOWED = 0, V.TRANS.DATE='', CTL.ACCT.LIST='', X.ACCT.RANGE.LIST='', $GL.ACCTS.ID.LOOKUP, IF GL.RETURN.CODE LT 0 THEN,    REPROMPT, END","Realized Loss Credit Account","L","","IF LEN(V.POOL.LOSS.CR.ACCT) THEN,    OUTPUT.DATA=V.POOL.LOSS.CR.ACCT,    CONVERT '_' TO '' IN OUTPUT.DATA,    OUTPUT.DATA = FMT(OUTPUT.DATA,V.ACCT.MASK), END","Pool Loss Cr Acct","","","","","","","","","","","","","38","","","","","25L","","","","","","","","30","","ACCT.MASK","GLSTRUCT.ID","N","","","","","","Loss Credit, Account","","","","","","","","","","","","POOL","","","0","1993-09-14","STEVEN","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","0",""
"POOL.LOSS.DR.ACCT","","","","","","","D","","25","ACCT.STRUC.REC = R.GLSTRUCT, $GL.NO, ADD.MODE.ALLOWED = 0, V.TRANS.DATE='', CTL.ACCT.LIST='', X.ACCT.RANGE.LIST='', $GL.ACCTS.ID.LOOKUP, IF GL.RETURN.CODE LT 0 THEN,    REPROMPT, END","Realized Loss Debit Account","L","","IF LEN(V.POOL.LOSS.DR.ACCT) THEN,    OUTPUT.DATA=V.POOL.LOSS.DR.ACCT,    CONVERT '_' TO '' IN OUTPUT.DATA,    OUTPUT.DATA = FMT(OUTPUT.DATA,V.ACCT.MASK), END","Pool Loss Dr Account","","","","","","","","","","","","","37","","","","","25L","","","","","","","","30","","ACCT.MASK","GLSTRUCT.ID","N","","","","","","Loss Debit, Account","","","","","","","","","","","","POOL","","","0","1993-09-14","STEVEN","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","0",""
"POOL.LOSS.MARKET.CR.ACCT","","","","","","","D","","25","ACCT.STRUC.REC = R.GLSTRUCT, $GL.NO, ADD.MODE.ALLOWED = 0, V.TRANS.DATE='', CTL.ACCT.LIST='', X.ACCT.RANGE.LIST='', $GL.ACCTS.ID.LOOKUP, IF GL.RETURN.CODE LT 0 THEN,    REPROMPT, END","Reinvest Market Loss Credit Account","L","","IF LEN(V.POOL.LOSS.MARKET.CR.ACCT) THEN,    OUTPUT.DATA=V.POOL.LOSS.MARKET.CR.ACCT,    CONVERT '_' TO '' IN OUTPUT.DATA,    OUTPUT.DATA = FMT(OUTPUT.DATA,V.ACCT.MASK), END","","N","","","","","","","","","","","","46","","","","","25L","","","","","","","","30","","ACCT.MASK","GLSTRUCT.ID","N","","","","","","Market, Loss Credit, Account","","","","","","","","","","","","POOL","","","0","1993-09-14","STEVEN","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","0",""
