"DATA.ELEMENT","COMPUTED.COLUMN.CODE","CONVERTED.FROM","DATA.TYPE","DATABASE.USAGE.TYPE","DEFAULT.DISPLAY.SECURE","DEFAULT.DISPLAY.SIZE","DEFAULT.INPUT.PROMPT","DEFAULT.SAMPLE.DATA","DEFAULT.ZERO.PAD","DERIVED.SEC.PTR","DT1","DT2","DT3","DT4","DT5","ELEMENT.ASSOC.NAME","ELEMENT.ASSOC.TYPE","ELEMENT.POINTED.FROM","ELEMENT.POINTED.TO","FIELD.PLACEMENT","INFORM.CONVERSION.STRING","INFORM.FORMAT.STRING","MAXIMUM.STORAGE.SIZE","PURPOSE","REPORT.HEADER","SOURCE","TRUNCATION.FLAG","VALIDATION.TABLE","TOOLCDD.ADD.DATE","TOOLCDD.ADD.OPERATOR","TOOLCDD.CHANGE.DATE","TOOLCDD.CHANGE.OPERATOR","DataDatetime"
"PBP.BGT.INCUMBENT.ONLY","","","","D","","3","Incumbents only","Y","N","","","","","","","","","","","21","","3L","10","generate position budget with incumbents only.  this, flag set to yes takes precedence over vacancy.only flag","Incbnt, Only","PBPOS","","","1997-12-04","PS4","","","2020-05-27T14:58:20.086Z"
"PBP.BGT.JUSTIFY.NOTES","","","","L","","70","Position Budget Justification Notes","","N","","","","","","","","","","","31","","70L","70","A free-form text area associated with each position, in the position budget.","Justification Notes","PBPOS","","","1995-08-10","SSBAL","","","2020-05-27T14:58:20.867Z"
"PBP.BGT.TAX.GL.COMP.NO","","","","D","","10","Budgeted GL Component for Employer-paid Taxes","52230","N","","","","","","","","","","","22","","10L","10","The value of the component pieces of the GL number to be, swapped out to create the new GL number for expensing, budgeted employer-paid taxes.","PBPOS, Emplyr, TAX GL Comp","PBPOS","","","1995-08-10","SSBAL","","","2020-05-27T14:58:20.414Z"
"PBP.BGT.TOTAL.FTE","","","N","D","","9","Budgeted FTE","1000","N","","N","3","N","N","","","","","","27","MD3","9R","9","The budgeted amount of total FTE for a position.","Bgt Pos, Total FTE","PBPOS","","","1995-08-10","SSBAL","","","2020-05-27T14:58:22.930Z"
"PBP.BGT.VACANCY.ONLY","","","","D","","3","Vacancies Only","Yes","N","","","","","","","","","","","19","","3L","3","A flag associated to a position indicating the position is generated with, vacancies only (and no incumbents). This field defaults from the , field in the Position Budget Default Information (PBDI) screen, (POSBUD.VACANCY.ONLY).","Vac, Only","PBPOS","","","1997-10-09","PS4","","","2020-05-27T14:58:20.961Z"
"PBP.BGT.WORKLOAD.PCT","","","N","D","","6","Budgeted Workload Percent per Vacancy","10000","N","","N","3","N","N","","","","","","28","MD2","6R","6","The workload percent to be used for a single vacancy for this position, during budget generation.","PBPOS, Vacancy, Wrkld %","PBPOS","","","1995-08-10","SSBAL","","","2020-05-27T14:58:20.602Z"
"PBP.BUDGET.AMT","real xResult1; , string xResult2; , int xResult3; , string xResult4; , int xResult5; , real xResult6; , xResult1 = (vlPbpPpdIvcostGrossWage).Sum();, xResult2 = (vPbpBgtEmplyrBdAmtPct).ToString(""MD4"");, xResult3 = ((int)(((xResult1 * ((real)xResult2)) + 0.5) - .5));, xResult4 = (vPbpBgtEmplyrTaxAmtPct).ToString(""MD4"");, xResult5 = ((int)(((xResult1 * ((real)xResult4)) + 0.5) - .5));, xResult6 = ((xResult1 + xResult3) + xResult5);, return (money)xResult6;","","N","I","","15","","","","","Y","2","N","N","2","","","","","0","MD2,-","15R","0","virtual field to calculate the total budget amount","Total, Budget, Compensation","PBPOS","","","1998-11-18","PS4","","","2020-05-27T14:58:21.039Z"
"PBP.BUDGET.EMPLYR.BD.AMT","real xResult1; , string xResult2; , int xResult3; , xResult1 = (vlPbpPpdIvcostGrossWage).Sum();, xResult2 = (vPbpBgtEmplyrBdAmtPct).ToString(""MD4"");, xResult3 = ((int)(((xResult1 * ((real)xResult2)) + 0.5) - .5));, return (money)xResult3;","","N","I","","15","","","","","Y","2","N","N","2","","","","","0","MD2,-","15R","0","virtual calculation of total buddgeted employer- paid, benefit amount","Total Bgt, Emplyr Pd, Benefits","PBPOS","","","1998-11-18","PS4","","","2020-05-27T14:58:21.602Z"
"PBP.BUDGET.EMPLYR.TAX.AMT","real xResult1; , string xResult2; , int xResult3; , xResult1 = (vlPbpPpdIvcostGrossWage).Sum();, xResult2 = (vPbpBgtEmplyrTaxAmtPct).ToString(""MD4"");, xResult3 = ((int)(((xResult1 * ((real)xResult2)) + 0.5) - .5));, return (money)xResult3;","","N","I","","15","","","","","Y","2","N","N","2","","","","","0","MD2,-","15R","0","calculate total budgeted employer-paid tax amount","Total Budget, Emplyr Pd, Tax Amt","PBPOS","","","1998-11-18","PS4","","","2020-05-27T14:58:20.242Z"
"PBP.BUDGET.FTE","real xResult1; , xResult1 = (vlPbpPpdIvcostTotalFte).Sum();, return xResult1;","","N","I","","12","","","","","Y","5","N","N","5","","","","","0","MD5,-","12R","0","summarize the budgeted FTE","Total, Budget FTE","PBPOS","","","1998-11-18","PS4","","","2020-05-27T14:58:24.023Z"
"PBP.CLASS","","","","D","","30","Bgt Classification","ADM Administrative","N","","","","","","","","","","","73","","30L","30","To identify the classification for the position. Not all, positions are classified, null should be allowed on entry","","PBPOS","","$VR.CLASSIFICATIONS","1996-02-14","PS4","","","2020-05-27T14:58:24.789Z"
"PBP.COUNT","string xResult1; , xResult1 = ""1"";, return (int)xResult1;","","N","I","","7","","","","","Y","0","N","N","0","","","","","0","MD0,","7R","0","counter for queries","Count","PBPOS","","","1997-12-31","PS4","","","2020-05-27T14:58:21.227Z"
"PBP.DEPT","","","","X","","5","Department","BIOL","N","DEPTS.ID","","","","","","","","","DEPTS.ID","13","","5L","5","To identify the department which the position is part of., This field is used extensively as a sort and break option, for reports","PBP, Dept","PBPOS","","DEPTS","1995-08-07","SSBAL","","","2020-05-27T14:58:22.867Z"
"PBP.DFLT.WORK.WEEK","","","","X","","8","Normal Work Week","5WKDAY","N","","","","","","","","","","WORK.WEEK.ID","79","","8L","8","Enter the normal work week schedule ID for this position","Work, Week","PBPOS","N","","1996-03-04","PS4","","","2020-05-27T14:58:20.086Z"
"PBP.DIV.SCHOOL","","","","B","","0","","","N","","","","","","","","","","","0","","10L","0","translate the division and school from V.PBP.DEPT","","","","","1997-10-10","PS4","","","2020-05-27T14:58:23.461Z"
"PBP.DIVISION","string xResult1; , key xKeyDepts for file Depts;, xKeyDepts = vPbpDept; xResult1 = vDeptsDivision;, return xResult1;","","","I","","4","","","","","","","","","","","","","","0","","4L","0","translate the division name for a position","Div","PBPOS","","","1996-04-02","PS4","","","2020-05-27T14:58:24.164Z"
"PBP.END.DATE","","","D","D","","8","Budgeted Position End Date","12/31/98","N","","N","2","/","","","","","","","11","D2/","8R","8","Displays the date the position was ended and could, no longer be filled or funded.","PBPOS, End Date","PBPOS","","","1995-08-07","SSBAL","","","2020-05-27T14:58:22.789Z"
"PBP.HRLY.OR.SLRY","","","","D","","8","Salary or Hourly","Hourly","N","","","","","","","","","","","16","","8L","8","","H, S","PBPOS","","$VR.SALARY.HOURLY","1995-08-07","SSBAL","","","2020-05-27T14:58:20.664Z"
"PBP.INCOST.GROSS.REG.HR","real xResult1; , xResult1 = (vlPbpPpdIncostGrossRegHr).Sum();, return (money)xResult1;","","N","I","","9","","","","","Y","2","N","N","2","","","","","0","MD2,","9R","0","summarize the list","Total Inc, Reg Hrs","PBPOS","","","1997-11-13","PS4","","","2020-05-27T14:58:23.383Z"
"PBP.INCOST.GROSS.WAGE","real xResult1; , xResult1 = (vlPbpPpdIncostGrossWage).Sum();, return (money)xResult1;","","N","I","","13","","","","","Y","2","N","N","2","","","","","0","MD2,","13R","0","summarize the list, *","Total Inc, Gross Wage","PBPOS","","","1997-11-13","PS4","","","2020-05-27T14:58:20.148Z"
"PBP.INCOST.TOTAL.FTE","real xResult1; , xResult1 = (vlPbpPpdIncostTotalFte).Sum();, return xResult1;","","N","I","","8","","","","","Y","5","N","N","5","","","","","0","MD5,","8R","0","summarize the list, *","Total, Inc FTE","PBPOS","","","1997-11-13","PS4","","","2020-05-27T14:58:21.820Z"
"PBP.IVCOST.GROSS.REG.HR","real xResult1; , xResult1 = (vlPbpPpdIvcostGrossRegHr).Sum();, return (money)xResult1;","","N","I","","9","","","","","Y","2","N","N","2","","","","","0","MD2,","9R","0","summarize the list","Total, Reg Hrs","PBPOS","","","1997-11-13","PS4","","","2020-05-27T14:58:21.164Z"
"PBP.IVCOST.GROSS.WAGE","real xResult1; , xResult1 = (vlPbpPpdIvcostGrossWage).Sum();, return (money)xResult1;","","N","I","","13","","","","","Y","2","N","N","2","","","","","0","MD2,","13R","0","summarize the list, *","Total, Gross Wage","PBPOS","","","1997-11-13","PS4","","","2020-05-27T14:58:23.555Z"
"PBP.IVCOST.TOTAL.FTE","real xResult1; , xResult1 = (vlPbpPpdIvcostTotalFte).Sum();, return xResult1;","","N","I","","8","","","","","N","5","N","N","","","","","","0","MD5","8R","0","summarize the list, *","Total, FTE","PBPOS","","","1997-11-13","PS4","","","2020-05-27T14:58:20.945Z"
"PBP.LOCATION","","","","X","","5","Location","MC","N","LOCATIONS.ID","","","","","","","","","LOCATIONS.ID","12","","5L","5","The location this position will belong to.","PBP, Loc","PBPOS","","LOCATIONS","1995-08-07","SSBAL","","","2020-05-27T14:58:20.211Z"
"PBP.NBR.INCVAC","int xResult1; , xResult1 = ((((string)vlPbpAllPbivposId)).ToDelimitedString((253).Char())).DCount((253).Char());, return (string)xResult1;","","","I","","6","","","","","","","","","","","","","","0","","6R","0","Count number of incumbent and vacancy records","Nbr, IncVac","PBPOS","","","1995-12-18","PS4","","","2020-05-27T14:58:22.133Z"
"PBP.NBR.VACANCY","int xResult1; , xResult1 = ((vlPbpAllVacancyId).ToDelimitedString((253).Char())).DCount((253).Char());, return (string)xResult1;","","","I","","3","","","","","","","","","","","","","","0","","3R","0","Count the number of vacancy records","Nbr, Vac","PBPOS","","","1995-12-18","PS4","","","2020-05-27T14:58:23.523Z"
"PBP.PBGT.DEPT.IDX","","","","D","","10","","","N","","","","","","","","","","","82","","10L","15","Stores the index values for the index association, PBP.PBGT.DEPT.INDEX which stores the results of the subroutine, S.INDEX.PBP.PBGT.DEPT","","PBPOS","","","1999-07-01","JLM","","","2020-05-27T14:58:23.352Z"
"PBP.PBGT.LOC.IDX","","","","D","","10","","","N","","","","","","","","","","","83","","10L","15","Stores the index values for the index association, PBP.PBGT.LOC.INDEX which stores the results of the subroutine, S.INDEX.PBP.PBGT.LOC","","PBPOS","","","1999-07-01","JLM","","","2020-05-27T14:58:23.445Z"
"PBP.PBGT.POS.IDX","","","","D","","10","","","N","","","","","","","","","","","84","","10L","25","Stores the index values for the index association, PBP.PBGT.POS.INDEX which stores the results of the subroutine, S.INDEX.PBP.PBGT.POS","","PBPOS","","","1999-07-01","JLM","","","2020-05-27T14:58:19.586Z"
"PBP.PBPPAY.END.DATE","","","D","L","","8","","13022","","","N","2","/","","","","","","","65","D2/","8R","8","This is duplicated data stored in the PBPOS file for, position budgets.  This allows position control files, to closely match the file structures of Personnel., , July 17 2003  02:24pm  Tamar Epstein, Activity 69651 - SQL Server Changes, Changed this data element from an A type to an L type because it, did not have an association name connected to it and it was, essentially behaving like a list.","End Date","PBPOS","","","1995-11-08","PS4","","","2020-05-27T14:58:22.664Z"
"PBP.PBPPAY.START.DATE","","","D","L","","8","","12022","","","N","2","/","","","","","","","64","D2/","8R","8","Duplicated data from the PBPOSPAY record so it can be, readily available when the PBPOS record has been read., This allows for the position budget file structures to, closely match the Personnel file structures, , July 17 2003  02:24pm  Tamar Epstein, Activity 69651 - SQL Server Changes, Changed this data element from an A type to an L type because it, did not have an association name connected to it and it was, essentially behaving like a list.","Start, Date","PBPOS","","","1995-11-08","PS4","","","2020-05-27T14:58:21.570Z"
"PBP.PBUDGET.ID","","","","D","","8","","TRISH95","N","","","","","","","","","","","1","","8L","8","This is the key to the PBUDGET file.  It is a name, defined for the position budget.","Position, Budget ID","PBPOS","","","1995-08-22","PKK","","","2020-05-27T14:58:21.227Z"
"PBP.POSBUD.ID","","","","X","","10","","","N","","","","","","","","","","POSBUD.ID","80","","10R","10","","","PBPOS","","","1996-03-25","PS4","","","2020-05-27T14:58:21.555Z"
"PBP.POSITION.ID","","","","D","","14","","PCMGR","N","","","","","","","","","","","2","","14L","14","The POSITION.ID of the position budget record.","Position, ID","PBPOS","","","1995-08-22","PKK","","","2020-05-27T14:58:23.695Z"
"PBP.PPD.BD.PERIOD","","","","A","","3","PBP.PPD.BD.PERIOD","","N","","","","","","","PBPOSPPD","D","","","39","","3L","3","Flag indicating if this pay period is to have employer, paid benefits applied.","PBP.PPD.BD.PERIOD","PBPOS","","","1995-08-10","SSBAL","","","2020-05-27T14:58:24.492Z"
"PBP.PPD.END.DATE","","","D","A","","8","Paycycle End Date","","N","","N","2","/","","","PBPOSPPD","D","","","33","D2/","8R","8","The date this budgeted pay period ends.","Paycyle, End Date","PBPOS","","","1995-08-10","SSBAL","","","2020-05-27T14:58:21.867Z"
"PBP.PPD.INCOST.GROSS.REG.HR","","","N","A","","8","","250.00","N","","N","2","N","N","","PBPOSPPD","D","","","48","MD2","8R","8","The total gross regular hours for incumbents only for this, budgeted pay period.","","PBPOS","","","1995-09-20","PS4","","","2020-05-27T14:58:21.758Z"
"PBP.PPD.INCOST.GROSS.WAGE","","","N","A","","15","","2500000","N","","Y","2","N","N","","PBPOSPPD","D","","","49","MD2,-","15R","15","The total gross wage for incumbent only for this budgeted, pay period.","","PBPOS","","","1995-09-20","PS4","","","2020-05-27T14:58:23.039Z"
"PBP.PPD.INCOST.TOTAL.FTE","","","N","A","","9","","1.000","N","","N","5","N","N","","PBPOSPPD","D","","","47","MD5","9R","9","The total FTE for incumbent (not vacancies) for this, budgeted pay period.","","PBPOS","","","1995-09-20","PS4","","","2020-05-27T14:58:20.898Z"
"PBP.PPD.IVCOST.GROSS.REG.HR","","","N","A","","8","","240.000","N","","N","2","N","N","","PBPOSPPD","D","","","45","MD2","8R","8","The total of regular hours for all incumbents and, vacancies for this budgeted pay period.","","PBPOS","","","1995-09-20","PS4","","","2020-05-27T14:58:19.492Z"
"PBP.PPD.IVCOST.GROSS.WAGE","","","N","A","","15","","25000000","N","","Y","2","N","N","","PBPOSPPD","D","","","46","MD2,-","15R","15","The total of incumbenta and vacancies gross wages for, this budgeted pay period.","","PBPOS","","","1995-09-20","PS4","","","2020-05-27T14:58:20.414Z"
"PBP.PPD.IVCOST.TOTAL.FTE","","","N","A","","9","","1.000","N","","N","5","N","N","","PBPOSPPD","D","","","44","MD5","9R","9","The total FTE for all incumbents and vacancies for this, position budget pay period.","","PBPOS","","","1995-09-20","PS4","","","2020-05-27T14:58:20.055Z"
"PBP.PPD.PAYCHECK.DATE","","","D","A","","8","Paycheck Dates","","N","","N","2","/","","","PBPOSPPD","D","","","36","D2/","8R","8","The date that appears on the paychecks for this budgeted, pay period.","Budget, Paycheck, Dates","PBPOS","","","1995-08-10","SSBAL","","","2020-05-27T14:58:23.773Z"
"PBP.PPD.PAYCLASS","","","","A","","4","Payclass","ADMN","N","","","","","","","PBPOSPPD","D","","","81","","4L","4","link to the PAYCLASS file","Budget, Payclass","PBPOS","","","1995-10-26","PS4","","","2020-05-27T14:58:21.227Z"
"PBP.PPD.PAYCYCLE","","","","A","","5","Paycycle","","N","","","","","","","PBPOSPPD","D","","","35","","5L","5","The paycycle associated to this budgeted pay period.","Budget, Paycycle","PBPOS","","","1995-08-10","SSBAL","","","2020-05-27T14:58:25.305Z"
"PBP.PPD.PBPOSPAY.ID","","","","A","","7","PBPOSPAY ID","54","N","","","","","","","PBPOSPPD","D","","","34","","7R","8","Pointer to Position Budget record defining the position, pay range information.","PBPOSPAY, ID","PBPOS","","","1995-09-20","PS4","","","2020-05-27T14:58:23.617Z"
"PBP.PPD.SOURCE","","","","A","","1","Source","","N","","","","","","","PBPOSPPD","D","","","40","","1R","1","A flag indicating the status of the source of the, budgeted data for this pay period & whether or not the, data can be changed.","Source","PBPOS","","","1995-08-10","SSBAL","","","2020-05-27T14:58:19.852Z"
"PBP.PPD.START.DATE","","","D","A","","8","Paycycle Start Date","","N","","N","2","/","","","PBPOSPPD","K","","","32","D2/","8R","8","The date the budgeted pay period begins.","Paycycle, Start Dt","PBPOS","","","1995-08-10","SSBAL","","","2020-05-27T14:58:19.945Z"
"PBP.PPD.VAC.PAY.RATE","","","","A","","11","","10000","","","","","","","","PBPOSPPD","D","","","41","","11R","12","The pay rate used per incumbent for this associated pay, period in the position budget.","","PBPOS","","","1995-09-20","PS4","","","2020-05-27T14:58:22.133Z"
"PBP.PPD.VAC.REG.HRS","","","N","A","","7","PBP.PPD.VAC.REG.HRS","","","","N","2","N","N","","PBPOSPPD","D","","","42","MD2","7R","7","The regular hours per pay period to be associated with, incumbents during budgeting for this pay period.","PBP.PPD.VAC.REG.HRS","PBPOS","","","1995-08-10","SSBAL","","","2020-05-27T14:58:19.586Z"
"PBP.PPD.VCOST.GROSS.REG.HR","","","N","A","","8","Vac Reg Hrs","","N","","N","2","N","N","","PBPOSPPD","D","","","62","MD2","8R","8","Total of regular hours for all vacancies in the position, associated to this pay period","PPD, Vac, Reg Hrs","PBPOS","","","1996-06-11","PS4","","","2020-05-27T14:58:24.523Z"
"PBP.PPD.VCOST.GROSS.WAGE","","","N","A","","15","Vac PPD Gross Wage","","N","","Y","2","N","N","","PBPOSPPD","D","","","63","MD2,-","15R","15","Gross wages for all vacancies in this position associated, to this pay period","PPD Vacancy, Gross Wages","PBPOS","","","1996-06-11","PS4","","","2020-05-27T14:58:24.305Z"
"PBP.PPD.VCOST.TOTAL.FTE","","","N","A","","9","Vac FTE","","N","","N","5","N","N","","PBPOSPPD","D","","","61","MD5","9R","9","Total FTE for all vacancies in the position for the, associated pay period","PPD, Vac, FTE","PBPOS","","","1996-06-11","PS4","","","2020-05-27T14:58:22.867Z"
"PBP.PPD.WAGE.PERIOD","","","","A","","3","PBP.PPD.WAGE.PERIOD","","N","","","","","","","PBPOSPPD","D","","","38","","3L","3","A true/false (1/0) flag indicating if this budgeted pay period is to, be expensed for wages.  This flag comes from the PAYCYCLE.","PBP.PPD.WAGE.PERIOD","PBPOS","","","1995-08-10","SSBAL","","","2020-05-27T14:58:23.555Z"
"PBP.PROJ.RULES.APPLIED","","","","Q","","10","","","N","","","","","","","","","","PC.PROJ.RULES.ID","71","","10L","10","The position projection rules that were applied during, budget generation","","PBPOS","","","1995-12-05","PS4","","","2020-05-27T14:58:23.961Z"
"PBP.RANK","","","","D","","34","Budgeted Position Rank","SR Senior","N","","","","","","","","","","","74","","34L","34","To identify the ranking of a position. This should be, allowed to be null.","","PBPOS","","$VR.POSITION.RANKS","1996-02-14","PS4","","","2020-05-27T14:58:23.367Z"
"PBP.RIPPLE.FLAG","","","","D","","3","","Yes","N","","","","","","","","","","","72","","3L","3","A flag to indicate the RIPPLER must be executed against, this position budget, specifically for this position.  If, the position data has changed, then the flag is set to, yes.  When the RIPPLER executes, this flag is set to no.","","PBPOS","","","1996-02-13","PS4","","","2020-05-27T14:58:20.164Z"
"PBP.SCHOOL","string xResult1; , key xKeyDepts for file Depts;, xKeyDepts = vPbpDept; xResult1 = vDeptsSchool;, return xResult1;","","","I","","6","","","","","","","","","","","","","","0","","6L","0","translate the school associated to a position","School","PBPOS","","","1996-04-02","PS4","","","2020-05-27T14:58:22.992Z"
"PBP.SHORT.TITLE","","","","D","","30","Short Title","Designer","N","","","","","","","","","","","9","","30L","30","To provide an abbreviated title for the position to be, used on screen headers and reports.","Short Title","PBPOS","","","1995-08-07","SSBAL","","","2020-05-27T14:58:22.242Z"
"PBP.SOURCE","","","","D","","14","Source","P","N","","","","","","","","","","","15","","14L","14","Flag indicating that this position definition has been, used by an incumbent at any point during history.","Source","PBPOS","","","1995-08-07","SSBAL","","","2020-05-27T14:58:20.492Z"
"PBP.START.DATE","","","D","D","","8","Budgeted Position Start Date","06/15/95","N","","N","2","/","","","","","","","10","D2/","8R","8","The position start date is the date on which money may, be drawn from the budget for the position.","PBPOS, Start, Date","PBPOS","","","1995-08-07","SSBAL","","","2020-05-27T14:58:20.773Z"
"PBP.SUPERVISOR.POS.ID","","","","X","","4","Supervisor Position","0092837","N","POSITION.ID","","","","","","","","","POSITION.ID","50","","4L","14","To identify the supervising position.","Supervisor ID","PBPOS","","POSITION","1995-08-07","SSBAL","","","2020-05-27T14:58:24.836Z"
"PBP.TYPE","","","","D","","34","Budgeted Position Type","PERM Permanent","N","","","","","","","","","","","75","","34L","34","To identify the position type of the position. Null, should be allowed as a value.","","PBPOS","","$VR.POSITION.TYPES","1996-02-14","PS4","","","2020-05-27T14:58:22.961Z"
"PBP.UNUSED14","","","","D","","10","","","N","","","","","","","","","","","14","","10L","10","Unused data element","","PBPOS","","","1997-12-04","PS4","","","2020-05-27T14:58:20.492Z"
"PBP.UNUSED23","","","","D","","10","","","N","","","","","","","","","","","23","","10L","10","Unused data element","","PBPOS","","","1997-12-04","PS4","","","2020-05-27T14:58:20.523Z"
"PBP.UNUSED24","","","","D","","10","","","N","","","","","","","","","","","24","","10L","10","unused data element","","PBPOS","","","1997-12-04","PS4","","","2020-05-27T14:58:20.523Z"
"PBP.UNUSED25","","","","D","","10","","","N","","","","","","","","","","","25","","10L","10","unused data element","","PBPOS","","","1997-12-04","PS4","","","2020-05-27T14:58:20.539Z"
"PBP.UNUSED26","","","","D","","10","","","N","","","","","","","","","","","26","","10L","10","unused data element","","PBPOS","","","1997-12-04","PS4","","","2020-05-27T14:58:20.539Z"
"PBP.UNUSED37","","","","D","","10","","","N","","","","","","","","","","","37","","10L","10","unused data element","","PBPOS","","","1997-12-04","PS4","","","2020-05-27T14:58:20.586Z"
"PBP.UNUSED43","","","","D","","10","","","N","","","","","","","","","","","43","","10L","10","unused data element","","PBPOS","","","1997-12-04","PS4","","","2020-05-27T14:58:20.633Z"
"PBP.UNUSED67","","","","D","","10","","","N","","","","","","","","","","","67","","10L","10","unused data element","","PBPOS","","","1997-12-04","PS4","","","2020-05-27T14:58:20.742Z"
"PBP.UNUSED68","","","","D","","10","","","N","","","","","","","","","","","68","","10L","10","unused data element","","PBPOS","","","1997-12-04","PS4","","","2020-05-27T14:58:20.758Z"
"PBP.UNUSED69","","","","D","","10","","","N","","","","","","","","","","","69","","10L","10","unused data element","","PBPOS","","","1997-12-04","PS4","","","2020-05-27T14:58:20.758Z"
"PBP.UNUSED70","","","","D","","10","","","N","","","","","","","","","","","70","","10L","10","unused data element","","PBPOS","","","1997-12-04","PS4","","","2020-05-27T14:58:20.773Z"
"PBP.UNUSED76","","","","D","","10","","","N","","","","","","","","","","","76","","10L","10","unused data element","","PBPOS","","","1997-12-04","PS4","","","2020-05-27T14:58:20.805Z"
"PBP.UNUSED77","","","","D","","10","","","N","","","","","","","","","","","77","","10L","10","unused data element","","PBPOS","","","1997-12-04","PS4","","","2020-05-27T14:58:20.805Z"
"PBP.UNUSED78","","","","D","","10","","","N","","","","","","","","","","","78","","10L","10","unused data element","","PBPOS","","","1997-12-04","PS4","","","2020-05-27T14:58:20.805Z"
"PBP.USER1","","","","D","","10","PBP.USER1","","","","","","","","","","","","","51","","10L","10","User field","PBP.USER1","PBPOS","","","1995-08-07","SSBAL","","","2020-05-27T14:58:23.820Z"
"PBP.USER10","","","","D","","10","PBP.USER10","","","","","","","","","","","","","60","","10L","10","User field, User field","PBP.USER10","PBPOS","","","1995-08-07","SSBAL","","","2020-05-27T14:58:22.211Z"
"PBP.USER2","","","","D","","10","PBP.USER2","","","","","","","","","","","","","52","","10L","10","User field","PBP.USER2","PBPOS","","","1995-08-07","SSBAL","","","2020-05-27T14:58:23.836Z"
"PBP.USER3","","","","D","","10","PBP.USER3","","","","","","","","","","","","","53","","10L","10","User field","PBP.USER3","PBPOS","","","1995-08-07","SSBAL","","","2020-05-27T14:58:23.836Z"
"PBP.USER4","","","","D","","10","PBP.USER5","","","","","","","","","","","","","54","","10L","10","User field","","PBPOS","","","1995-08-07","SSBAL","","","2020-05-27T14:58:23.836Z"
"PBP.USER5","","","","D","","10","PBP.USER5","","","","","","","","","","","","","55","","10L","10","User field","PBP.USER5","PBPOS","","","1995-08-07","SSBAL","","","2020-05-27T14:58:23.852Z"
"PBP.USER6","","","","D","","10","PBP.USER6","","","","","","","","","","","","","56","","10L","10","User field","PBP.USER6","PBPOS","","","1995-08-07","SSBAL","","","2020-05-27T14:58:23.852Z"
"PBP.USER7","","","","D","","10","PBP.USER7","","","","","","","","","","","","","57","","10L","10","User field","PBP.USER7","PBPOS","","","1995-08-07","SSBAL","","","2020-05-27T14:58:23.852Z"
"PBP.USER8","","","","D","","10","PBP.USER8","","","","","","","","","","","","","58","","10L","10","User field","PBP.USER8","PBPOS","","","1995-08-07","SSBAL","","","2020-05-27T14:58:23.852Z"
"PBP.USER9","","","","D","","10","PBP.USER9","","","","","","","","","","","","","59","","10L","10","User field","PBP.USER9","PBPOS","","","1995-08-07","SSBAL","","","2020-05-27T14:58:23.867Z"
"PBP.VCOST.GROSS.REG.HR","real xResult1; , xResult1 = (vlPbpPpdVcostGrossRegHr).Sum();, return (money)xResult1;","","N","I","","9","","","","","Y","2","N","N","2","","","","","0","MD2,","9R","0","summarize the list","Total Vac, Reg Hrs","PBPOS","","","1997-11-13","PS4","","","2020-05-27T14:58:19.852Z"
"PBP.VCOST.GROSS.WAGE","real xResult1; , xResult1 = (vlPbpPpdVcostGrossWage).Sum();, return (money)xResult1;","","N","I","","13","","","","","Y","2","N","N","2","","","","","0","MD2,","13R","0","summarize the list, *","Total Vac, Gross Wage","PBPOS","","","1997-11-13","PS4","","","2020-05-27T14:58:25.227Z"
"PBP.VCOST.TOTAL.FTE","real xResult1; , xResult1 = (vlPbpPpdVcostTotalFte).Sum();, return xResult1;","","N","I","","8","","","","","N","5","N","N","","","","","","0","MD5","8R","0","summarize the list, *","Total, Vac FTE","PBPOS","","","1997-11-13","PS4","","","2020-05-27T14:58:24.742Z"
"PBP1.ACT.DISTR.PCT","","","N","L","","6","","100.00","","","N","2","N","N","","","","","","18","MD2","6R","6","THE ACTIVITY CODE DISTRIBUTION PERCENTAGE","","PBPOS1","","","1996-08-14","PS4","","","2020-05-27T14:58:24.898Z"
"PBP1.ACTIVITY.CODE","","","","L","","30","","INSTR","","","","","","","","","","","","17","","30L","30","THE ACTIVITY CODE","","PBPOS1","","$VR.PC.PBGT.ACTIVITY.CODES","1996-08-14","PS4","","","2020-05-27T14:58:24.352Z"
"PBP1.ALL.PBIVPOS.ID","","","N","Q","","7","","43","","","N","0","N","N","","","","","PBIVPOS1.ID","8","MD0","7R","10","Pointer to incumbent detail data file, PBIVPOS1","","PBPOS1","","","1995-09-12","PS4","","","2020-05-27T14:58:23.352Z"
"PBP1.ALL.PBPOSPAY.ID","","","N","Q","","7","","4","N","","N","0","N","N","","","","","PBPOSPAY1.ID","7","MD0","7R","10","List of keys to the PBPOSPAY1 file for budgeted pay, information related to this budgeted position.","","PBPOS1","","","1995-09-12","PS4","","","2020-05-27T14:58:20.336Z"
"PBP1.ALL.VACANCY.ID","","","","Q","","7","","","","","","","","","","","","","PBIVPOS1.ID","66","","7R","10","","","PBPOS1","","","1996-06-20","PS4","","","2020-05-27T14:58:21.352Z"
"PBP1.BGT.BD.GL.COMP.NO","","","","D","","10","PBP.EMPLYR.BD.GL.COMP.NO","","","","","","","","","","","","","20","","10L","10","","","PBPOS1","","","1995-08-10","SSBAL","","","2020-05-27T14:58:23.477Z"
